candidate_id,question_id,domain,question,pmid,title,abstract,relevance,confidence,exclusion_reason,reviewer_notes
Q003-C001,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,32437299,Metabolic Inflammation and Insulin Resistance in Obesity.,"Obesity is becoming an epidemic in the United States and worldwide and increases risk for many diseases, particularly insulin resistance, type 2 diabetes mellitus, and cardiovascular disease. The mechanisms linking obesity with these diseases remain incompletely understood. Over the past 2 to 3 decades, it has been recognized that in obesity, inflammation, with increased accumulation and inflammatory polarization of immune cells, takes place in various tissues, including adipose tissue, skeletal muscle, liver, gut, pancreatic islet, and brain and may contribute to obesity-linked metabolic dysfunctions, leading to insulin resistance and type 2 diabetes mellitus. Therapies targeting inflammation have shed light on certain obesity-linked diseases, including type 2 diabetes mellitus and atherosclerotic cardiovascular disease, but remain to be tested further and confirmed in clinical trials. This review focuses on inflammation in adipose tissue and its potential role in insulin resistance associated with obesity.",1,3,,"Review-level context on obesity-associated tissue inflammation contributing to insulin resistance, but the abstract does not identify specific human cytokine evidence."
Q003-C002,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,34536157,"Role of Inflammatory Cytokines, Growth Factors and Adipokines in Adipogenesis and Insulin Resistance.","Obesity, manifested by increased adiposity, represents a main cause of morbidity in the developed countries, causing increased risk of insulin resistance and type 2 diabetes mellitus. Recruitment of macrophages and activation of innate immunity represent the initial insult, which can be further exacerbated through secretion of chemokines and adipocytokines from activated macrophages and other cells within the adipose tissue. These events can impact adipogenesis, causing dysfunction of the adipose tissue and increased risk of insulin resistance. Various factors mediate adiposity and related insulin resistance including inflammatory and non-inflammatory factors such as pro and anti-inflammatory cytokines, adipokines and growth factors. In this review we will discuss the role of these factors in adipogenesis and development of insulin resistance and type 2 diabetes mellitus in the context of obesity. Understanding the molecular mechanisms that mediate adipogenesis and insulin resistance could help the development of novel therapeutic strategies for individuals at higher risk of insulin resistance and type 2 diabetes mellitus.",1,3,,Reviews how pro- and anti-inflammatory cytokines and adipokines may promote obesity-related insulin resistance; human-specific evidence is not described in the abstract.
Q003-C003,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,18094066,Skeletal muscle insulin resistance: role of inflammatory cytokines and reactive oxygen species.,"The cardiometabolic syndrome (CMS), with its increased risk for cardiovascular disease (CVD), nonalcoholic fatty liver disease (NAFLD), and chronic kidney disease (CKD), has become a growing worldwide health problem. Insulin resistance is a key factor for the development of the CMS and is strongly related to obesity, hyperlipidemia, hypertension, type 2 diabetes mellitus (T2DM), CKD, and NAFLD. Insulin resistance in skeletal muscle is particularly important since it is normally responsible for more than 75% of all insulin-mediated glucose disposal. However, the molecular mechanisms responsible for skeletal muscle insulin resistance remain poorly defined. Accumulating evidence indicates that low-grade chronic inflammation and oxidative stress play fundamental roles in the development of insulin resistance, and inflammatory cytokines likely contribute to the link between inflammation, oxidative stress, and skeletal muscle insulin resistance. Understanding the mechanisms by which skeletal muscle tissue develops resistance to insulin will provide attractive targets for interventions, which may ultimately curb this serious problem. This review is focused on the effects of inflammatory cytokines and oxidative stress on insulin signaling in skeletal muscle and consequent development of insulin resistance.",1,3,,"Focused review of inflammatory cytokines and impaired insulin signaling in skeletal muscle, but the abstract does not establish that the cited evidence comes from human studies."
Q003-C004,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,24003928,"Interaction between cytokines and inflammatory cells in islet dysfunction, insulin resistance and vascular disease.","Inflammation is an established pathogenic player in insulin resistance, islet demise and atherosclerosis. The complex interactions between cytokines, immune cells and affected tissues result in sustained inflammation in diabetes and atherosclerosis. 12- and 15-lipoxygenase (LO), such as 12/15-LO, produces a variety of metabolites through peroxidation of fatty acids and potentially contributes to the complex molecular crosstalk at the site of inflammation. 12- and 15-LO pathways are frequently activated in tissues affected by diabetes and atherosclerosis including adipose tissue (AT), islets and the vasculature. Moreover, mice with whole body and tissue-specific knockout of 12/15-LO are protected against insulin resistance, hyperglycaemia and atherosclerosis supporting functional contribution of 12- and 15-LO pathways in diabetes and atherosclerosis. Recently, it has emerged that there is a temporal regulation of the particular isoforms of 12- and 15-LO in human AT and islets during the development of type 1 and type 2 diabetes and obesity. Analyses of tissues affected by diabetes and atherosclerosis also implied the roles of interleukin (IL)-12 and nicotinamide adenine dinucleotide phosphate (NADPH) oxidase-1 (NOX-1) in islets and IL-17A in atherosclerosis. Future studies should aim to test the efficacy of inhibitions of these mediators for treatment of diabetes and atherosclerosis. ",1,2,,"Reviews cytokine and inflammatory-cell interactions in insulin resistance and mentions human adipose tissue and islets, although the functional evidence highlighted is primarily from mouse knockouts."
Q003-C005,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,37895163,"The Role of Vitamin D and Its Molecular Bases in Insulin Resistance, Diabetes, Metabolic Syndrome, and Cardiovascular Disease: State of the Art.","In the last decade, an increasing awareness was directed to the role of Vitamin D in non-skeletal and preventive roles for chronic diseases. Vitamin D is an essential hormone in regulating calcium/phosphorous balance and in the pathogenesis of inflammation, insulin resistance, and obesity. The main forms of vitamin D, Cholecalciferol (Vitamin D3) and Ergocalciferol (Vitamin D2) are converted into the active form (1,25-dihydroxyvitamin D) thanks to two hydroxylations in the liver, kidney, pancreas, and immune cells. Some anti-inflammatory cytokines are produced at higher levels by vitamin D, while some pro-inflammatory cytokines are released at lower levels. Toll-Like Receptor (TLR) expression is increased, and a pro-inflammatory state is also linked to low levels of vitamin D. Regardless of how it affects inflammation, various pathways suggest that vitamin D directly improves insulin sensitivity and secretion. The level of vitamin D in the body may change the ratio of pro- to anti-inflammatory cytokines, which would impact insulin action, lipid metabolism, and the development and function of adipose tissue. Many studies have demonstrated an inverse relationship between vitamin D concentrations and pro-inflammatory markers, insulin resistance, glucose intolerance, metabolic syndrome, obesity, and cardiovascular disease. It is interesting to note that several long-term studies also revealed an inverse correlation between vitamin D levels and the occurrence of diabetes mellitus. Vitamin D supplementation in people has controversial effects. While some studies demonstrated improvements in insulin sensitivity, glucose, and lipid metabolism, others revealed no significant effect on glycemic homeostasis and inflammation. This review aims to provide insight into the molecular basis of the relationship between vitamin D, insulin resistance, metabolic syndrome, type 1 and 2 diabetes, gestational diabetes, and cardiovascular diseases.",1,3,,"Provides indirect human evidence relating vitamin D, cytokine balance, inflammatory markers, and insulin resistance; supplementation findings are described as inconsistent."
Q003-C006,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,39749338,Systematic low-grade chronic inflammation and intrinsic mechanisms in polycystic ovary syndrome.,"Polycystic ovary syndrome (PCOS) is a prevalent endocrine and metabolic disorder affecting 6-20% of women of childbearing age worldwide. Immune cell imbalance and dysregulation of inflammatory factors can lead to systematic low-grade chronic inflammation (SLCI), which plays a pivotal role in the pathogenesis of PCOS. A significant higher infiltration of immune cells such as macrophages and lymphocytes and pro-inflammatory factors IL-6 and TNF-alpha has been detected in PCOS organ systems, impacting not only the female reproductive system but also other organs such as the cardiovascular, intestine, liver, thyroid, brain and other organs. Obesity, insulin resistance (IR), steroid hormones imbalance and intestinal microecological imbalance, deficiencies in vitamin D and selenium, as well as hyperhomocysteinemia (HHcy) can induce systematic imbalance between pro-inflammatory and anti-inflammatory cells and molecules. The pro-inflammatory cells and cytokines also interact with obesity, steroid hormones imbalance and IR, leading to increased metabolic imbalance and reproductive-endocrine dysfunction in PCOS patients. This review aims to summarize the dysregulation of immune response in PCOS organ system and the intrinsic mechanisms affecting SLCI in PCOS to provide new insights for the systemic inflammatory treatment of PCOS in the future.",1,3,,"PCOS-focused review reporting elevated IL-6 and TNF-alpha and interactions between pro-inflammatory cytokines and insulin resistance, but it is review-level disease-specific evidence."
Q003-C007,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,33439300,Association of metabolic and inflammatory markers with polycystic ovarian syndrome (PCOS): an update.,"BACKGROUND: Polycystic ovarian syndrome (PCOS) is the most prevalent metabolic disorder in reproductive-age women. It is indeed a multifactorial condition evidenced by ovarian dysfunction, hyperandrogenaemia, infertility, hormonal imbalance and chronic anovulation. Experimental evidence infers that PCOS women are prone to cardiovascular problems and insulin resistance. PURPOSE: To furnish the details about the association of inflammatory markers in PCOS. DESIGN: An extensive literature search on PubMed, science direct and google scholar has been performed for articles about PCOS and inflammation in PCOS. A comprehensive analysis using original articles, reviews, systemic and meta-analysis was conducted for better understanding the relationship between inflammatory cytokines and PCOS. RESULTS: The inflammatory markers perform a substantial part in managing the functions of the ovary. Any disturbances in their levels can lead to ovarian dysfunction. Inflammatory markers are associated with PCOS pathogenesis. The interplay between inflammatory cytokines in the PCOS ovary strongly implies that inflammation is one of the most potent risk factors of PCOS. CONCLUSION: Inflammatory markers have a significant role in regulating the ovary. This manuscript highlights the significance of metabolic and inflammatory markers with PCOS. Since PCOS is always considered as a metabolic disorder, researchers can also consider focusing on the relationship between the inflammatory markers in PCOS to establish a new treatment or management of the disease and to improve women's health.",1,2,,"Human PCOS review discussing inflammatory cytokines and metabolic abnormalities, though the abstract emphasizes PCOS pathogenesis and ovarian dysfunction rather than a specific cytokine–insulin resistance analysis."
Q003-C008,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,17053832,TLR4 links innate immunity and fatty acid-induced insulin resistance.,"TLR4 is the receptor for LPS and plays a critical role in innate immunity. Stimulation of TLR4 activates proinflammatory pathways and induces cytokine expression in a variety of cell types. Inflammatory pathways are activated in tissues of obese animals and humans and play an important role in obesity-associated insulin resistance. Here we show that nutritional fatty acids, whose circulating levels are often increased in obesity, activate TLR4 signaling in adipocytes and macrophages and that the capacity of fatty acids to induce inflammatory signaling in adipose cells or tissue and macrophages is blunted in the absence of TLR4. Moreover, mice lacking TLR4 are substantially protected from the ability of systemic lipid infusion to (a) suppress insulin signaling in muscle and (b) reduce insulin-mediated changes in systemic glucose metabolism. Finally, female C57BL/6 mice lacking TLR4 have increased obesity but are partially protected against high fat diet-induced insulin resistance, possibly due to reduced inflammatory gene expression in liver and fat. Taken together, these data suggest that TLR4 is a molecular link among nutrition, lipids, and inflammation and that the innate immune system participates in the regulation of energy balance and insulin resistance in response to changes in the nutritional environment.",0,3,wrong_context,"The causal TLR4, inflammatory signaling, and insulin-resistance experiments were conducted in cells and mice, not humans."
Q003-C009,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,16823477,Inflammation and insulin resistance.,"Over a hundred years ago, high doses of salicylates were shown to lower glucose levels in diabetic patients. This should have been an important clue to link inflammation to the pathogenesis of type 2 diabetes (T2D), but the antihyperglycemic and antiinflammatory effects of salicylates were not connected to the pathogenesis of insulin resistance until recently. Together with the discovery of an important role for tissue macrophages, these new findings are helping to reshape thinking about how obesity increases the risk for developing T2D and the metabolic syndrome. The evolving concept of insulin resistance and T2D as having immunological components and an improving picture of how inflammation modulates metabolism provide new opportunities for using antiinflammatory strategies to correct the metabolic consequences of excess adiposity.",1,3,,"Broad review linking inflammation and obesity-associated insulin resistance, including anti-inflammatory treatment context, but the abstract provides little cytokine-specific human evidence."
Q003-C010,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,29241747,Pathophysiology of the metabolic syndrome.,"The metabolic syndrome-otherwise called syndrome X, insulin resistance syndrome, Reaven syndrome, and ""the deadly quartet""-is the name given to the aggregate of clinical conditions comprising central and abdominal obesity, systemic hypertension, insulin resistance (or type 2 diabetes mellitus), and atherogenic dyslipidemia. It is a prothrombotic and proinflammatory state characterized by increased inflammatory cytokine activity. In addition to inflammatory dermatoses such as psoriasis, lichen planus, and hidradenitis suppurativa, metabolic syndrome is also commonly associated with accelerated atherosclerotic cardiovascular disease, hyperuricemia/gout, chronic kidney disease, and obstructive sleep apnea. Current therapeutic options for metabolic syndrome are limited to individual treatments for hypertension, hyperglycemia, and hypertriglyceridemia, as well as dietary control measures and regular exercise.",0,3,too_broad,General metabolic syndrome overview that only characterizes the syndrome as proinflammatory with increased cytokine activity; it does not evaluate the cytokine–insulin resistance relationship.
Q003-C011,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,39471690,Tirzepatide's role in targeting adipose tissue macrophages to reduce obesity-related inflammation and improve insulin resistance.,"BACKGROUND: Obesity and type 2 diabetes mellitus (T2DM) are significant global health challenges, with adipose tissue inflammation being a pivotal contributor to metabolic dysfunction. The involvement of adipose tissue macrophages (ATMs) in obesity-associated inflammation is well recognized, yet the therapeutic strategies specifically targeting ATM-mediated inflammation remain limited. OBJECTIVE: This study aims to explore the effects of tirzepatide, a novel dual GLP-1 and GIP receptor agonist, on ATMs, adipose tissue inflammation, and insulin resistance in the context of obesity. METHODS: Obese mouse models were established through high-fat diet feeding and subsequently treated with tirzepatide at a dose of 1.2 mg/kg twice weekly for 12 weeks. The study assessed the impact on ATM phenotype, inflammatory markers, and key metabolic indicators. RESULTS: Tirzepatide treatment significantly mitigated the infiltration of pro-inflammatory M1 ATMs within adipose tissue and concurrently reduced levels of inflammatory cytokines, thereby enhancing insulin sensitivity. Tirzepatide demonstrated therapeutic efficacy through its modulation of the ERK signaling pathway and promotion of M1-type macrophage apoptosis. CONCLUSION: Tirzepatide's potential as a therapeutic strategy for addressing metabolic diseases associated with obesity and T2DM by targeting ATM activity and mitigating obesity-associated inflammation.",0,3,wrong_context,"Tirzepatide effects on cytokines, macrophages, and insulin sensitivity were tested in high-fat-fed obese mice rather than humans."
Q003-C012,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,31426593,The Short-Chain Fatty Acid Acetate in Body Weight Control and Insulin Sensitivity.,"The interplay of gut microbiota, host metabolism, and metabolic health has gained increased attention. Gut microbiota may play a regulatory role in gastrointestinal health, substrate metabolism, and peripheral tissues including adipose tissue, skeletal muscle, liver, and pancreas via its metabolites short-chain fatty acids (SCFA). Animal and human data demonstrated that, in particular, acetate beneficially affects host energy and substrate metabolism via secretion of the gut hormones like glucagon-like peptide-1 and peptide YY, which, thereby, affects appetite, via a reduction in whole-body lipolysis, systemic pro-inflammatory cytokine levels, and via an increase in energy expenditure and fat oxidation. Thus, potential therapies to increase gut microbial fermentation and acetate production have been under vigorous scientific scrutiny. In this review, the relevance of the colonically and systemically most abundant SCFA acetate and its effects on the previously mentioned tissues will be discussed in relation to body weight control and glucose homeostasis. We discuss in detail the differential effects of oral acetate administration (vinegar intake), colonic acetate infusions, acetogenic fiber, and acetogenic probiotic administrations as approaches to combat obesity and comorbidities. Notably, human data are scarce, which highlights the necessity for further human research to investigate acetate's role in host physiology, metabolic, and cardiovascular health.",1,3,,Reviews animal and limited human data suggesting acetate may reduce systemic pro-inflammatory cytokines and affect insulin sensitivity; the abstract explicitly notes that human data are scarce.
Q003-C013,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,11238501,"Circulating interleukin 6 levels, blood pressure, and insulin sensitivity in apparently healthy men and women.","There is increasing evidence that systemic inflammation and insulin resistance constitute interrelated events that contribute to atherosclerosis. We studied the effect of the association between circulating interleukin 6 (IL-6) levels, one of the major mediators of inflammation, and C-reactive protein on insulin resistance and blood pressure in 228 healthy volunteers. The plasma IL-6 concentration was significantly and similarly associated with systolic (SBP) and diastolic (DBP) blood pressure, fasting insulin, and the fasting insulin resistance index (FIRI) in all subjects. When smokers were excluded from the analysis, plasma IL-6 levels correlated with percent fat mass (r = 0.19; P = 0.02), absolute fat mass (r = 0.17; P = 0.03), SBP, DBP, fasting insulin levels, and FIRI. The latter associations persisted after controlling for body mass index (r = 0.15 and r = 0.19; P = 0.02 and P: = 0.0004 for SBP and DBP, respectively; r = 0.24 and r = 0.19, P = 0.004 and P = 0.03, for fasting insulin and FIRI, respectively). Gender and smoking status significantly influenced the results. Although IL-6 levels were significantly associated with fasting insulin and FIRI in men, these significant correlations were not observed in women. Conversely, although IL-6 levels were significantly associated with SBP and DBP in women, these coefficients were not statistically significant in men. All of these associations were lost among smokers and remained significant in nonsmokers. As IL-6 is the major mediator of the acute phase response by hepatocytes and induces the synthesis of C-reactive protein (CRP), we also controlled for the latter. Serum CRP levels correlated significantly with IL-6 in all the subjects, but mainly in nonsmokers and men. Of note was that this significant relationship was lost among smokers. CRP was associated with fasting insulin (r = 0.28; P < 0.0001) and FIRI (r = 0.25; P < 0.0001), but not with SBP or DBP (P = NS), in all subjects. Unlike IL-6, the associations between CRP and these parameters were similar in men and women and in smokers and nonsmokers. For insulin and FIRI they were stronger in women and in nonsmokers. CPR significantly correlated with the WHR only in men (r = 0.22; P = 0.01). Using multiple linear regression in a stepwise manner to predict circulating IL-6 levels, smoking status (P = 0.0059) and FIRI (P = 0.03), but not fat mass or SBP, independently contributed to 11% of its variance in men. When CRP was introduced into the model, the latter (P < 0.0001) and smoking status (P = 0.02), but not FIRI, fat mass, or SBP, contributed to 33% of the variance in IL-6 levels. In women, only SBP (P = 0.04) contributed to 5% of its variance. When CRP was introduced into the model, again only SBP (P = 0.01) contributed to 10% of the variance in IL-6 levels. In 25 of these subjects, insulin sensitivity was determined using the frequently sampled iv glucose tolerance test with minimal model analysis, and circulating IL-6 levels were strongly associated with the insulin sensitivity index (r = -0.65; P < 0.0001). Again, this relationship was even stronger in men (r = -0.75; P < 0.001) and was not significant in women (r = -0.26; P = NS). In all of these subjects, only insulin sensitivity (P = 0.0037), not fat mass, contributed to 21% of the variance of IL-6 levels in a multiple linear regression analysis. In summary, circulating IL-6 levels, by inducing either hypertension in women or insulin resistance in men, constitute a significant proatherogenic cytokine. The mechanisms of these associations should be further investigated.",2,3,,"Direct human observational evidence: circulating IL-6 correlated with fasting insulin and FIRI, and in a subset was strongly inversely associated with IV glucose-tolerance-test insulin sensitivity."
Q003-C014,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,11287357,Adipose tissue tumor necrosis factor and interleukin-6 expression in human obesity and insulin resistance.,"Adipose tissue expresses tumor necrosis factor (TNF) and interleukin (IL)-6, which may cause obesity-related insulin resistance. We measured TNF and IL-6 expression in the adipose tissue of 50 lean and obese subjects without diabetes. Insulin sensitivity (S(I)) was determined by an intravenous glucose tolerance test with minimal-model analysis. When lean [body mass index (BMI) <25 kg/m(2)] and obese (BMI 30-40 kg/m(2)) subjects were compared, there was a 7.5-fold increase in TNF secretion (P < 0.05) from adipose tissue, and the TNF secretion was inversely related to S(I) (r = -0.42, P < 0.02). IL-6 was abundantly expressed by adipose tissue. In contrast to TNF, plasma (rather than adipose) IL-6 demonstrated the strongest relationship with obesity and insulin resistance. Plasma IL-6 was significantly higher in obese subjects and demonstrated a highly significant inverse relationship with S(I) (r = -0.71, P < 0.001). To separate the effects of BMI from S(I), subjects who were discordant for S(I) were matched for BMI, age, and gender. By use of this approach, subjects with low S(I) demonstrated a 3.0-fold increased level of TNF secretion from adipose tissue and a 2.3-fold higher plasma IL-6 level (P < 0.05) compared with matched subjects with a high S(I). Plasma IL-6 was significantly associated with plasma nonesterified fatty acid levels (r = 0.49, P < 0.002). Thus the local expression of TNF and plasma IL-6 are higher in subjects with obesity-related insulin resistance.",2,3,,"Direct human study showing greater adipose TNF secretion and plasma IL-6 in obesity, with both inversely related to measured insulin sensitivity, including BMI-matched comparisons."
Q003-C015,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,34847640,"Obesity, Diabetes, and Increased Cancer Progression.","Rates of obesity and diabetes have increased significantly over the past decades and the prevalence is expected to continue to rise further in the coming years. Many observations suggest that obesity and diabetes are associated with an increased risk of developing several types of cancers, including liver, pancreatic, endometrial, colorectal, and post-menopausal breast cancer. The path towards developing obesity and diabetes is affected by multiple factors, including adipokines, inflammatory cytokines, growth hormones, insulin resistance, and hyperlipidemia. The metabolic abnormalities associated with changes in the levels of these factors in obesity and diabetes have the potential to significantly contribute to the development and progression of cancer through the regulation of distinct signaling pathways. Here, we highlight the cellular and molecular pathways that constitute the links between obesity, diabetes, cancer risk and mortality. This includes a description of the existing evidence supporting the obesity-driven morphological and functional alternations of cancer cells and adipocytes through complex interactions within the tumor microenvironment.",0,3,too_broad,Cancer-focused review listing inflammatory cytokines and insulin resistance among multiple obesity-related factors without directly evaluating their relationship in humans.
Q003-C016,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,39593091,Carrageenan and insulin resistance in humans: a randomised double-blind cross-over trial.,"BACKGROUND: The potential impact of specific food additives, common in Western diets, on the risk of developing type 2 diabetes is not well understood. This study focuses on carrageenan, a widely used food additive known to induce insulin resistance and gut inflammation in animal models, and its effects on human health. METHODS: In a randomised, double-blind, placebo-controlled, cross-over trial conducted at a university hospital metabolic study centre, 20 males (age 27.4 +- 4.3 years, BMI 24.5 +- 2.5 kg/m2) participated. The intervention involved oral intake of carrageenan (250 mg) or placebo in the morning and in the evening and each intervention lasted 2 weeks. The primary outcome measured was insulin sensitivity (using oral glucose tolerance test [OGTT] and hyperinsulinaemic-euglycaemic clamp). Additional end-points included whole body and hepatic insulin sensitivity, MRI-measured brain inflammation and insulin resistance, intestinal permeability (via lactulose-mannitol test and plasma zonulin levels), and gut microbiome composition. Immune-cell activation and pro-inflammatory cytokine release from peripheral blood mononuclear cells were measured. RESULTS: Overall insulin sensitivity did not show significant differences between the treatments. However, interactions between BMI and treatment were observed (OGTT-based insulin sensitivity index: p=0.04, fasting insulin resistance: p=0.01, hepatic insulin sensitivity index: p=0.04). In overweight participants, carrageenan exposure resulted in lower whole body and hepatic insulin sensitivity, a trend towards increased brain inflammation, and elevated C-reactive protein (CRP) and IL-6 levels compared to placebo. Additionally, carrageenan was associated with increased intestinal permeability. In vitro natural killer (NK-)cell activation and increased pro-inflammatory cytokine release were found after carrageenan exposure in the participant's peripheral blood mononuclear cells. CONCLUSIONS: These findings suggest that carrageenan, a common food additive, may contribute to insulin resistance and subclinical inflammation in overweight individuals through pro-inflammatory mechanisms in the gut. Further investigation into the long-term health impacts of carrageenan and other food additives is warranted. TRIAL REGISTRATION: NCT02629705.",2,3,,"Randomized human crossover trial measuring insulin sensitivity and inflammatory outcomes; overweight participants exposed to carrageenan had lower insulin sensitivity and elevated IL-6 and CRP, with increased cytokine release from participant immune cells."
Q003-C017,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,31577826,Bilirubin reduces visceral obesity and insulin resistance by suppression of inflammatory cytokines.,"OBJECTIVE: Although previous studies have reported a negative relationship between serum bilirubin concentration and the development of diabetes mellitus (DM), the relationship between bilirubin and insulin resistance has not been thoroughly assessed. This study was designed to determine the relationships between bilirubin, body fat distribution, and adipose tissue inflammation in patients with type 2 DM and the effect of bilirubin in an obese animal model. METHOD: Body fat distribution was measured using an abdominal dual bioelectrical impedance analyzer in patients with type 2 DM. We also measured glycemic control, lipid profile, serum bilirubin concentration and other clinical characteristics, and determined their relationships with body fat distribution. In the animal study, biliverdin (20 mg/kg daily) was orally administered to high-fat diet (HFD)-induced obese (DIO) mice for 2 weeks, after which intraperitoneal insulin tolerance testing was performed. Then, adipocyte area, adipocytokine expression, and macrophage polarization were evaluated in epididymal adipose tissues. RESULTS: In the clinical study, univariate analysis showed that a lower bilirubin concentration was significantly correlated with higher body mass index, waist circumference, triglyceride, uric acid, creatinine, visceral fat area and lower HDL-C. In multivariate analyses, bilirubin concentration significantly correlated with diastolic blood pressure, creatinine, and visceral fat area. However, there was no association between bilirubin concentration and subcutaneous fat area. In the animal study, DIO mice treated with biliverdin had smaller adipocytes than untreated DIO mice and biliverdin improved HFD-induced insulin resistance. Biliverdin treatment reversed the higher gene expression of Cd11c, encoding an M1 macrophage marker, and Tnfa, encoding the proinflammatory cytokine tumor necrosis factor-alpha, in the adipose tissues of DIO mice. These data suggest biliverdin administration alleviates insulin resistance by ameliorating inflammation and the dysregulation of adipocytokine expression in adipose tissues of DIO mice. CONCLUSIONS: Bilirubin may protect against insulin resistance by ameliorating visceral obesity and adipose tissue inflammation.",1,3,,"Mixed human and animal study: the human component related bilirubin mainly to visceral fat, while suppression of TNF-alpha expression and improvement of insulin resistance were demonstrated in obese mice."
Q003-C018,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,19794059,Experimental endotoxemia induces adipose inflammation and insulin resistance in humans.,"OBJECTIVE: An emerging model of metabolic syndrome and type 2 diabetes is of adipose dysfunction with leukocyte recruitment into adipose leading to chronic inflammation and insulin resistance (IR). This study sought to explore potential mechanisms of inflammatory-induced IR in humans with a focus on adipose tissue. RESEARCH DESIGN AND METHODS: We performed a 60-h endotoxemia protocol (3 ng/kg intravenous bolus) in healthy adults (n = 20, 50% male, 80% Caucasian, aged 27.3 +/- 4.8 years). Before and after endotoxin, whole-blood sampling, subcutaneous adipose biopsies, and frequently sampled intravenous glucose tolerance (FSIGT) testing were performed. The primary outcome was the FSIGT insulin sensitivity index (S(i)). Secondary measures included inflammatory and metabolic markers and whole-blood and adipose mRNA and protein expression. RESULTS: Endotoxemia induced systemic IR as demonstrated by a 35% decrease in S(i) (3.17 +/- 1.66 to 2.06 +/- 0.73 x 10(-4) [microU * ml(-1) * min(-1)], P < 0.005), while there was no effect on pancreatic beta-cell function. In adipose, endotoxemia suppressed insulin receptor substrate-1 and markedly induced suppressor of cytokine signaling proteins (1 and 3) coincident with local activation of innate (interleukin-6, tumor necrosis factor) and adaptive (monocyte chemoattractant protein-1 and CXCL10 chemokines) inflammation. These changes are known to attenuate insulin receptor signaling in model systems. CONCLUSIONS: We demonstrate, for the first time in humans, that acute inflammation induces systemic IR following modulation of specific adipose inflammatory and insulin signaling pathways. It also provides a rationale for focused mechanistic studies and a model for human proof-of-concept trials of novel therapeutics targeting adipose inflammation in IR and related consequences in humans.",2,3,,"Direct experimental human evidence: endotoxin-induced inflammation reduced insulin sensitivity by 35% and induced adipose IL-6, TNF, chemokines, and cytokine-signaling suppressors alongside impaired insulin signaling."
Q003-C019,Q003,metabolic disease,What evidence links insulin resistance to inflammatory cytokines in human studies?,25341798,T-cell profile in adipose tissue is associated with insulin resistance and systemic inflammation in humans.,"OBJECTIVE: The biological mechanisms linking obesity to insulin resistance have not been fully elucidated. We have shown that insulin resistance or glucose intolerance in diet-induced obese mice is related to a shift in the ratio of pro- and anti-inflammatory T cells in adipose tissue. We sought to test the hypothesis that the balance of T-cell phenotypes would be similarly related to insulin resistance in human obesity. APPROACH AND RESULTS: Healthy overweight or obese human subjects underwent adipose-tissue biopsies and quantification of insulin-mediated glucose disposal by the modified insulin suppression test. T-cell subsets were quantified by flow cytometry in visceral (VAT) and subcutaneous adipose tissue (SAT). Results showed that CD4 and CD8 T cells infiltrate both depots, with proinflammatory T-helper (Th)-1, Th17, and CD8 T cells, significantly more frequent in VAT as compared with SAT. T-cell profiles in SAT and VAT correlated significantly with one another and with peripheral blood. Th1 frequency in SAT and VAT correlated directly, whereas Th2 frequency in VAT correlated inversely, with plasma high-sensitivity C-reactive protein concentrations. Th2 in both depots and peripheral blood was inversely associated with systemic insulin resistance. Furthermore, Th1 in SAT correlated with plasma interleukin-6. Relative expression of associated cytokines, measured by real-time polymerase chain reaction, reflected flow cytometry results. Most notably, adipose tissue expression of anti-inflammatory interleukin-10 was inversely associated with insulin resistance. CONCLUSIONS: CD4 and CD8 T cells populate human adipose tissue and the relative frequency of Th1 and Th2 are highly associated with systemic inflammation and insulin resistance. These findings point to the adaptive immune system as a potential mediator between obesity and insulin resistance or inflammation. Identification of antigenic stimuli in adipose tissue may yield novel targets for treatment of obesity-associated metabolic disease.",2,3,,Human adipose-biopsy study linking inflammatory T-cell profiles and cytokine expression to measured systemic insulin resistance; adipose IL-10 expression was inversely associated with insulin resistance.
