system,question_id,rank,pmid,score
netmedex_hybrid_rag,Q010,10,40358879,0.34132588
traditional_rag,Q010,1,28158288,0.37199336
traditional_rag,Q010,2,38795694,0.37141974
traditional_rag,Q010,3,40350835,0.36869829
traditional_rag,Q010,4,41961168,0.36009097
traditional_rag,Q010,5,31131457,0.35453840
traditional_rag,Q010,6,27492554,0.35251131
traditional_rag,Q010,7,40024453,0.35132082
traditional_rag,Q010,8,30827108,0.34564720
traditional_rag,Q010,9,40266676,0.34286515
traditional_rag,Q010,10,40358879,0.34132588
netmedex_hybrid_rag,Q011,1,26277279,0.71551794
netmedex_hybrid_rag,Q011,2,34062070,0.69019864
netmedex_hybrid_rag,Q011,3,35072253,0.68831800
netmedex_hybrid_rag,Q011,4,29167573,0.64328075
netmedex_hybrid_rag,Q011,5,35731713,0.62300397
netmedex_hybrid_rag,Q011,6,24009772,0.58921951
netmedex_hybrid_rag,Q011,7,34576192,0.57263840
netmedex_hybrid_rag,Q011,8,25710562,0.57205140
netmedex_hybrid_rag,Q011,9,30445633,0.56521038
netmedex_hybrid_rag,Q011,10,31205529,0.54845457
traditional_rag,Q011,1,34062070,0.69019864
traditional_rag,Q011,2,35072253,0.68831800
traditional_rag,Q011,3,29167573,0.64328075
traditional_rag,Q011,4,26277279,0.62425837
traditional_rag,Q011,5,35731713,0.62300397
traditional_rag,Q011,6,24009772,0.58921951
traditional_rag,Q011,7,34576192,0.57263840
traditional_rag,Q011,8,25710562,0.57205140
traditional_rag,Q011,9,30445633,0.56521038
traditional_rag,Q011,10,31205529,0.54845457
netmedex_hybrid_rag,Q015,1,32735131,0.58611246
netmedex_hybrid_rag,Q015,2,34177896,0.53153225
netmedex_hybrid_rag,Q015,3,36265412,0.46487773
traditional_rag,Q015,1,32735131,0.58611246
traditional_rag,Q015,2,34177896,0.53153225
traditional_rag,Q015,3,36265412,0.46487773
netmedex_hybrid_rag,Q016,1,36142791,0.69129486
netmedex_hybrid_rag,Q016,2,33353564,0.63415332
netmedex_hybrid_rag,Q016,3,39264856,0.62607878
netmedex_hybrid_rag,Q016,4,19437551,0.58408032
traditional_rag,Q016,1,36142791,0.69129486
traditional_rag,Q016,2,33353564,0.63415332
traditional_rag,Q016,3,39264856,0.62607878
traditional_rag,Q016,4,19437551,0.58408032
netmedex_hybrid_rag,Q025,1,17380205,0.54918032
netmedex_hybrid_rag,Q025,2,26803842,0.52641430
netmedex_hybrid_rag,Q025,3,19897286,0.47683830
netmedex_hybrid_rag,Q025,4,28192862,0.46053302
traditional_rag,Q025,1,17380205,0.54918032
traditional_rag,Q025,2,26803842,0.52641430
traditional_rag,Q025,3,19897286,0.47683830
traditional_rag,Q025,4,28192862,0.46053302
netmedex_hybrid_rag,Q028,1,28938696,0.54111942
netmedex_hybrid_rag,Q028,2,16854453,0.53880807
netmedex_hybrid_rag,Q028,3,29108234,0.49456609
netmedex_hybrid_rag,Q028,4,36938944,0.48071776
netmedex_hybrid_rag,Q028,5,21511051,0.47886434
netmedex_hybrid_rag,Q028,6,40603821,0.46724870
netmedex_hybrid_rag,Q028,7,42191394,0.45221953
netmedex_hybrid_rag,Q028,8,29115423,0.45169020
netmedex_hybrid_rag,Q028,9,26202948,0.43832744
traditional_rag,Q028,1,28938696,0.54111942
traditional_rag,Q028,2,16854453,0.53880807
traditional_rag,Q028,3,29108234,0.49456609
traditional_rag,Q028,4,36938944,0.48071776
traditional_rag,Q028,5,21511051,0.47886434
traditional_rag,Q028,6,40603821,0.46724870
traditional_rag,Q028,7,42191394,0.45221953
traditional_rag,Q028,8,29115423,0.45169020
traditional_rag,Q028,9,26202948,0.43832744
netmedex_hybrid_rag,Q029,1,40681353,0.66258264
netmedex_hybrid_rag,Q029,2,42065920,0.64005030
netmedex_hybrid_rag,Q029,3,40418230,0.62184210
netmedex_hybrid_rag,Q029,4,39119148,0.60860810
netmedex_hybrid_rag,Q029,5,41587514,0.60009170
netmedex_hybrid_rag,Q029,6,37107335,0.56021119
netmedex_hybrid_rag,Q029,7,40113668,0.56004313
traditional_rag,Q029,1,40681353,0.66258264
traditional_rag,Q029,2,42065920,0.64005030
traditional_rag,Q029,3,40418230,0.62184210
traditional_rag,Q029,4,39119148,0.60860810
traditional_rag,Q029,5,41587514,0.60009170
traditional_rag,Q029,6,37107335,0.56021119
traditional_rag,Q029,7,40113668,0.56004313
netmedex_hybrid_rag,Q037,1,29052129,0.66403071
netmedex_hybrid_rag,Q037,2,32839523,0.65871718
netmedex_hybrid_rag,Q037,3,20485626,0.65675566
netmedex_hybrid_rag,Q037,4,30611768,0.64513032
netmedex_hybrid_rag,Q037,5,20413301,0.62667421
netmedex_hybrid_rag,Q037,6,16461228,0.60797747
netmedex_hybrid_rag,Q037,7,25646384,0.58656516
netmedex_hybrid_rag,Q037,8,28097530,0.58353478
netmedex_hybrid_rag,Q037,9,38064540,0.54869003
netmedex_hybrid_rag,Q037,10,39290403,0.54554925
traditional_rag,Q037,1,29052129,0.66403071
traditional_rag,Q037,2,20485626,0.65675566
traditional_rag,Q037,3,30611768,0.64513032
traditional_rag,Q037,4,20413301,0.62667421
traditional_rag,Q037,5,16461228,0.60797747
traditional_rag,Q037,6,25646384,0.58656516
traditional_rag,Q037,7,28097530,0.58353478
traditional_rag,Q037,8,32839523,0.55464181
traditional_rag,Q037,9,38064540,0.54869003
traditional_rag,Q037,10,39290403,0.54554925
netmedex_hybrid_rag,Q041,1,40279256,0.36359398
netmedex_hybrid_rag,Q041,2,40429921,0.36320496
netmedex_hybrid_rag,Q041,3,36534320,0.35924061
netmedex_hybrid_rag,Q041,4,31936266,0.35552958
netmedex_hybrid_rag,Q041,5,36513134,0.35450528
netmedex_hybrid_rag,Q041,6,36768138,0.35433080
netmedex_hybrid_rag,Q041,7,38634653,0.34996441
netmedex_hybrid_rag,Q041,8,41285328,0.34145820
netmedex_hybrid_rag,Q041,9,39676197,0.34114871
netmedex_hybrid_rag,Q041,10,40829258,0.33505786
traditional_rag,Q041,1,40279256,0.36359398
traditional_rag,Q041,2,40429921,0.36320496
traditional_rag,Q041,3,36534320,0.35924061
traditional_rag,Q041,4,31936266,0.35552958
traditional_rag,Q041,5,36513134,0.35450528
traditional_rag,Q041,6,36768138,0.35433080
traditional_rag,Q041,7,38634653,0.34996441
traditional_rag,Q041,8,41285328,0.34145820
traditional_rag,Q041,9,39676197,0.34114871
traditional_rag,Q041,10,40829258,0.33505786
netmedex_hybrid_rag,Q050,1,41144501,0.60941638
netmedex_hybrid_rag,Q050,2,31209247,0.58663059
netmedex_hybrid_rag,Q050,3,35060590,0.55274546
netmedex_hybrid_rag,Q050,4,41950603,0.54644839
netmedex_hybrid_rag,Q050,5,40270955,0.46727918
traditional_rag,Q050,1,41144501,0.60941638
traditional_rag,Q050,2,31209247,0.58663059
traditional_rag,Q050,3,35060590,0.55274546
traditional_rag,Q050,4,41950603,0.54644839
traditional_rag,Q050,5,40270955,0.46727918
