system,arm,question_id,run_id,path_rank,path_id,path_signature,source,bridge,target,relation_1,relation_2,direction_1,direction_2,pmids,score,hop_count,path_text
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,4,Q007-P04,6dac6970ed075caf,il-17b,,il-17,related_to,,undirected,undirected,39875232,0.7790,1,il-17b --[related_to] il-17
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,5,Q007-P05,e764eff5080f4096,il-17,,il-17b,related_to,,undirected,undirected,39875232,0.7790,1,il-17 --[related_to] il-17b
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,6,Q007-P06,e9b7e3ce5c7b37af,il-17,,il-23,associated_with,,undirected,undirected,25145755,0.7640,1,il-17 --[associated_with] il-23
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,7,Q007-P07,13ff709420dc4323,il-17,,signaling,associated_with,,undirected,undirected,25145755,0.7620,1,il-17 --[associated_with] signaling
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,8,Q007-P08,dac27ffe3eec9063,il-17f.,,il-17,related_to,,undirected,undirected,37670700,0.7450,1,il-17f. --[related_to] il-17
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,9,Q007-P09,bed80346686f1158,il-17,,il-17f.,related_to,,undirected,undirected,37670700,0.7450,1,il-17 --[related_to] il-17f.
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,10,Q007-P10,487ea6dd59a34acc,il-17,,gm-csf,co_occurs_with,,undirected,undirected,30891627,0.7400,1,il-17 --[co_occurs_with] gm-csf
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,11,Q007-P11,ab76965e269fd22c,il-17,,immune-mediated inflammatory diseases,associated_with,,undirected,undirected,25145755,0.7400,1,il-17 --[associated_with] immune-mediated inflammatory diseases
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,12,Q007-P12,6844fdcfc9066aa9,il-17,,t-bet,co_occurs_with,,undirected,undirected,30502718,0.7270,1,il-17 --[co_occurs_with] t-bet
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,13,Q007-P13,167caa613caa7ca2,il-17,,immune disorders,associated_with,,undirected,undirected,27576555,0.7270,1,il-17 --[associated_with] immune disorders
netmedex_hybrid_rag,C_one_hop,Q007,formal-v1-gpt-5.6-luna-C_one_hop,14,Q007-P14,7a7817e41bf3a125,il-17,,cd4,co_occurs_with,,undirected,undirected,27576555,0.7190,1,il-17 --[co_occurs_with] cd4
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,1,Q009-P01,0dd715856096157e,jak/stat pathway,,homeostasis,regulates,,forward,undirected,26972840,0.9010,1,jak/stat pathway ->[regulates] homeostasis
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,2,Q009-P02,c3a885a8e2b75d5a,jak/stat pathway,,diabetes,promotes,,forward,undirected,26972840,0.8640,1,jak/stat pathway ->[promotes] diabetes
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,3,Q009-P03,ae4ac236bce81df0,jak/stat pathway,,obesity,promotes,,forward,undirected,26972840,0.8640,1,jak/stat pathway ->[promotes] obesity
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,4,Q009-P04,989c648b676dfd38,jak/stat pathway,,signaling,related_to,,undirected,undirected,26972840,0.8410,1,jak/stat pathway --[related_to] signaling
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,5,Q009-P05,d331169d1f3475f0,jak/stat pathway,,behavior,regulates,,forward,undirected,29897957,0.7030,1,jak/stat pathway ->[regulates] behavior
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,6,Q009-P06,fccf834a8f9cab2e,jak/stat pathway,,diabetes mellitus,associated_with,,undirected,undirected,26972840,0.6390,1,jak/stat pathway --[associated_with] diabetes mellitus
netmedex_hybrid_rag,C_one_hop,Q009,formal-v1-gpt-5.6-luna-C_one_hop,7,Q009-P07,3f73ddabd14bee2c,jak/stat pathway,,obesity,associated_with,,undirected,undirected,26972840,0.6390,1,jak/stat pathway --[associated_with] obesity
