system,arm,question_id,run_id,path_rank,path_id,path_signature,source,bridge,target,relation_1,relation_2,direction_1,direction_2,pmids,score,hop_count,path_text
netmedex_hybrid_rag,D_two_hop,Q005,formal-v1-gpt-5.6-luna-D_two_hop,1,Q005-P01,31f26bea18c6474b,amyloid-beta,,mitochondrial toxicity,related_to,,undirected,undirected,33476985,0.7590,1,amyloid-beta --[related_to] mitochondrial toxicity
netmedex_hybrid_rag,D_two_hop,Q005,formal-v1-gpt-5.6-luna-D_two_hop,2,Q005-P02,a3298f2e22b3d8b5,amyloid-beta,ad,mitochondrial dysfunction,causes,associated_with,forward,undirected,33476985;35522844,0.6310,2,amyloid-beta ->[causes] ad | ad --[associated_with] mitochondrial dysfunction
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,1,Q006-P01,612e695a7caa47a0,endothelial dysfunction,,atherosclerosis,associated_with,,undirected,undirected,15861315,1.0480,1,endothelial dysfunction --[associated_with] atherosclerosis
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,2,Q006-P02,f9a9b231724cb10d,endothelial dysfunction,,inflammation,promotes,,forward,undirected,24928320,0.9280,1,endothelial dysfunction ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,3,Q006-P03,f9a9b231724cb10d,endothelial dysfunction,,inflammation,promotes,,forward,undirected,24928320,0.9280,1,endothelial dysfunction ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,4,Q006-P04,fd700b8e728550e2,endothelial dysfunction,,atherosclerosis,promotes,,forward,undirected,24928320,0.7920,1,endothelial dysfunction ->[promotes] atherosclerosis
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,5,Q006-P05,2f89cf3eba91636f,endothelial dysfunction,,coronary death,correlates_with,,undirected,undirected,15861315,0.7880,1,endothelial dysfunction --[correlates_with] coronary death
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,6,Q006-P06,00ef3a6a2dad26a3,endothelial dysfunction,,myocardial infarction,correlates_with,,undirected,undirected,15861315,0.7880,1,endothelial dysfunction --[correlates_with] myocardial infarction
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,7,Q006-P07,743b6eace77482d5,endothelial dysfunction,,essential hypertension,associated_with,,undirected,undirected,22112351,0.7510,1,endothelial dysfunction --[associated_with] essential hypertension
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,8,Q006-P08,85f15484e351350d,endothelial dysfunction,,metabolic diseases,associated_with,,undirected,undirected,39684569,0.7420,1,endothelial dysfunction --[associated_with] metabolic diseases
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,9,Q006-P09,72d3496b9a2af810,endothelial dysfunction,,hypertensive,associated_with,,undirected,undirected,22112351,0.7210,1,endothelial dysfunction --[associated_with] hypertensive
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,10,Q006-P10,393853be3df05f26,endothelial dysfunction,,acute coronary syndromes,associated_with,,undirected,undirected,17430168,0.7210,1,endothelial dysfunction --[associated_with] acute coronary syndromes
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,11,Q006-P11,dd65eb7870890506,endothelial dysfunction,,thrombosis,associated_with,,undirected,undirected,17430168,0.7160,1,endothelial dysfunction --[associated_with] thrombosis
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,12,Q006-P12,4a2a2253819b7544,endothelial dysfunction,,reactive oxygen species,associated_with,,undirected,undirected,17430168,0.6730,1,endothelial dysfunction --[associated_with] reactive oxygen species
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,13,Q006-P13,cdf171c7750c7ef4,endothelial dysfunction,,peripheral,associated_with,,undirected,undirected,22112351,0.6560,1,endothelial dysfunction --[associated_with] peripheral
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,14,Q006-P14,27e008b1582c6aeb,endothelial dysfunction,,cardiovascular death,associated_with,,undirected,undirected,17430168,0.6430,1,endothelial dysfunction --[associated_with] cardiovascular death
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,15,Q006-P15,2031835fc4c35acc,endothelial dysfunction,inflammation,atherosclerosis,promotes,promotes,forward,forward,24928320,0.5950,2,endothelial dysfunction ->[promotes] inflammation | inflammation ->[promotes] atherosclerosis
netmedex_hybrid_rag,D_two_hop,Q006,formal-v1-gpt-5.6-luna-D_two_hop,16,Q006-P16,2031835fc4c35acc,endothelial dysfunction,inflammation,atherosclerosis,promotes,promotes,forward,forward,24928320,0.5950,2,endothelial dysfunction ->[promotes] inflammation | inflammation ->[promotes] atherosclerosis
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,1,Q007-P01,decd42689d2018ff,il-17,,autoimmune disease,promotes,,forward,undirected,27576555,1.0850,1,il-17 ->[promotes] autoimmune disease
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,2,Q007-P02,409ce289cf35d111,il-17,,inflammation,promotes,,forward,undirected,27576555,0.8400,1,il-17 ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,3,Q007-P03,409ce289cf35d111,il-17,,inflammation,promotes,,forward,undirected,27576555,0.8400,1,il-17 ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,4,Q007-P04,6dac6970ed075caf,il-17b,,il-17,related_to,,undirected,undirected,39875232,0.7790,1,il-17b --[related_to] il-17
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,5,Q007-P05,e764eff5080f4096,il-17,,il-17b,related_to,,undirected,undirected,39875232,0.7790,1,il-17 --[related_to] il-17b
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,6,Q007-P06,e9b7e3ce5c7b37af,il-17,,il-23,associated_with,,undirected,undirected,25145755,0.7640,1,il-17 --[associated_with] il-23
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,7,Q007-P07,13ff709420dc4323,il-17,,signaling,associated_with,,undirected,undirected,25145755,0.7620,1,il-17 --[associated_with] signaling
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,8,Q007-P08,dac27ffe3eec9063,il-17f.,,il-17,related_to,,undirected,undirected,37670700,0.7450,1,il-17f. --[related_to] il-17
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,9,Q007-P09,bed80346686f1158,il-17,,il-17f.,related_to,,undirected,undirected,37670700,0.7450,1,il-17 --[related_to] il-17f.
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,10,Q007-P10,487ea6dd59a34acc,il-17,,gm-csf,co_occurs_with,,undirected,undirected,30891627,0.7400,1,il-17 --[co_occurs_with] gm-csf
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,11,Q007-P11,ab76965e269fd22c,il-17,,immune-mediated inflammatory diseases,associated_with,,undirected,undirected,25145755,0.7400,1,il-17 --[associated_with] immune-mediated inflammatory diseases
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,12,Q007-P12,6844fdcfc9066aa9,il-17,,t-bet,co_occurs_with,,undirected,undirected,30502718,0.7270,1,il-17 --[co_occurs_with] t-bet
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,13,Q007-P13,167caa613caa7ca2,il-17,,immune disorders,associated_with,,undirected,undirected,27576555,0.7270,1,il-17 --[associated_with] immune disorders
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,14,Q007-P14,7a7817e41bf3a125,il-17,,cd4,co_occurs_with,,undirected,undirected,27576555,0.7190,1,il-17 --[co_occurs_with] cd4
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,15,Q007-P15,e08f9ad681451672,il-17b,il-17,inflammation,related_to,promotes,undirected,forward,27576555;39875232,0.7030,2,il-17b --[related_to] il-17 | il-17 ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,16,Q007-P16,08f876c5fa1061bb,il-17b,il-17,autoimmune disease,related_to,promotes,undirected,forward,27576555;39875232,0.7030,2,il-17b --[related_to] il-17 | il-17 ->[promotes] autoimmune disease
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,17,Q007-P17,e08f9ad681451672,il-17b,il-17,inflammation,related_to,promotes,undirected,forward,27576555;39875232,0.7030,2,il-17b --[related_to] il-17 | il-17 ->[promotes] inflammation
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,18,Q007-P18,70aea65db99577c7,il-17b,il-17,il-23,related_to,associated_with,undirected,undirected,25145755;39875232,0.6910,2,il-17b --[related_to] il-17 | il-17 --[associated_with] il-23
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,19,Q007-P19,fe0475d0d098a8d5,il-17b,il-17,signaling,related_to,associated_with,undirected,undirected,25145755;39875232,0.6900,2,il-17b --[related_to] il-17 | il-17 --[associated_with] signaling
netmedex_hybrid_rag,D_two_hop,Q007,formal-v1-gpt-5.6-luna-D_two_hop,20,Q007-P20,0c3ff6656ba542dd,il-17f.,il-17,il-17b,related_to,related_to,undirected,undirected,37670700;39875232,0.6760,2,il-17f. --[related_to] il-17 | il-17 --[related_to] il-17b
netmedex_hybrid_rag,D_two_hop,Q008,formal-v1-gpt-5.6-luna-D_two_hop,1,Q008-P01,b2b748d71e9ab1a9,cftr,cf,inflammation,causes,associated_with,forward,undirected,28155088;37546931,0.8060,2,cftr ->[causes] cf | cf --[associated_with] inflammation
netmedex_hybrid_rag,D_two_hop,Q008,formal-v1-gpt-5.6-luna-D_two_hop,2,Q008-P02,487e3bf1827a9d69,cftr,cf,intestinal inflammation,causes,associated_with,forward,undirected,30546102;37546931,0.6930,2,cftr ->[causes] cf | cf --[associated_with] intestinal inflammation
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,1,Q009-P01,0dd715856096157e,jak/stat pathway,,homeostasis,regulates,,forward,undirected,26972840,0.9010,1,jak/stat pathway ->[regulates] homeostasis
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,2,Q009-P02,c3a885a8e2b75d5a,jak/stat pathway,,diabetes,promotes,,forward,undirected,26972840,0.8640,1,jak/stat pathway ->[promotes] diabetes
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,3,Q009-P03,ae4ac236bce81df0,jak/stat pathway,,obesity,promotes,,forward,undirected,26972840,0.8640,1,jak/stat pathway ->[promotes] obesity
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,4,Q009-P04,989c648b676dfd38,jak/stat pathway,,signaling,related_to,,undirected,undirected,26972840,0.8410,1,jak/stat pathway --[related_to] signaling
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,5,Q009-P05,d331169d1f3475f0,jak/stat pathway,,behavior,regulates,,forward,undirected,29897957,0.7030,1,jak/stat pathway ->[regulates] behavior
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,6,Q009-P06,c4747e454d671cfb,jak/stat pathway,diabetes,hyperglycemia,promotes,associated_with,forward,undirected,26972840,0.6600,2,jak/stat pathway ->[promotes] diabetes | diabetes --[associated_with] hyperglycemia
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,7,Q009-P07,ce70028fa36c1a12,jak/stat pathway,obesity,il-6,promotes,associated_with,forward,undirected,26972840;32885495,0.6510,2,jak/stat pathway ->[promotes] obesity | obesity --[associated_with] il-6
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,8,Q009-P08,fccf834a8f9cab2e,jak/stat pathway,,diabetes mellitus,associated_with,,undirected,undirected,26972840,0.6390,1,jak/stat pathway --[associated_with] diabetes mellitus
netmedex_hybrid_rag,D_two_hop,Q009,formal-v1-gpt-5.6-luna-D_two_hop,9,Q009-P09,3f73ddabd14bee2c,jak/stat pathway,,obesity,associated_with,,undirected,undirected,26972840,0.6390,1,jak/stat pathway --[associated_with] obesity
