system,arm,question_id,run_id,path_rank,path_id,path_signature,source,bridge,target,relation_1,relation_2,direction_1,direction_2,pmids,score,hop_count,path_text
netmedex_hybrid_rag,F_adaptive,Q001,formal-v1-gpt-4.1-F_adaptive,20,Q001-P20,19946c68deef1a1e,icariin,,tcf7,upregulates,,forward,undirected,33743412,0.7580,1,icariin ->[upregulates] tcf7
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,1,Q007-P01,e8c8b73c23575b5c,il17a,,autoimmune diseases,associated_with,,undirected,undirected,27576555;30891627;34875227,1.0590,1,il17a --[associated_with] autoimmune diseases
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,2,Q007-P02,74e48be6ac996a81,il17a,,inflammation,associated_with,,undirected,undirected,27576555;30891627;34635393,1.0590,1,il17a --[associated_with] inflammation
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,3,Q007-P03,9fc33db922540d67,il17a,,arthritis rheumatoid,associated_with,,undirected,undirected,31295952;34635393;37670700,0.9580,1,il17a --[associated_with] arthritis rheumatoid
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,4,Q007-P04,8777b1b520f5bfeb,il17a,,psoriasis,associated_with,,undirected,undirected,31295952;34635393;37670700,0.9580,1,il17a --[associated_with] psoriasis
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,5,Q007-P05,7e3c98e329642ace,il17a,,lupus erythematosus systemic,associated_with,,undirected,undirected,34635393;35872102;37670700,0.8750,1,il17a --[associated_with] lupus erythematosus systemic
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,6,Q007-P06,f502115245fbe217,il17a,,ixekizumab,blocks,,forward,undirected,37579542;39875232,0.8430,1,il17a ->[blocks] ixekizumab
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,7,Q007-P07,a672ac610608a33a,il17a,,secukinumab,blocks,,forward,undirected,37579542;39875232,0.8430,1,il17a ->[blocks] secukinumab
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,8,Q007-P08,758cb574cfabe800,il17a,,il23a,associated_with,,undirected,undirected,31295952;39875232,0.8340,1,il17a --[associated_with] il23a
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,9,Q007-P09,b0ef466dd17f1c99,il17a,,neoplasms,associated_with,,undirected,undirected,37579542;39875232,0.7820,1,il17a --[associated_with] neoplasms
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,10,Q007-P10,99244729e436b6b8,il17a,,multiple sclerosis,associated_with,,undirected,undirected,34635393;37670700,0.7780,1,il17a --[associated_with] multiple sclerosis
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,11,Q007-P11,e5a39d66ce5f61df,il17a,,bimekizumab,suppresses,,forward,undirected,39875232,0.7710,1,il17a ->[suppresses] bimekizumab
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,12,Q007-P12,8bc6df7bf2be3131,il17a,,brodalumab,suppresses,,forward,undirected,39875232,0.7710,1,il17a ->[suppresses] brodalumab
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,13,Q007-P13,4da78677d1e5dfba,il17a,,rorgammat,regulates,,forward,undirected,34635393,0.7710,1,il17a ->[regulates] rorgammat
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,14,Q007-P14,e60ed9d6fbfd9270,il17f,,inflammation,induces,,forward,undirected,37670700,0.7670,1,il17f ->[induces] inflammation
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,15,Q007-P15,90e36098138336c4,il17f,,saa1,regulates,,forward,undirected,31866067,0.7670,1,il17f ->[regulates] saa1
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,16,Q007-P16,fb8114fd41dbefb9,il17f,,saa2,regulates,,forward,undirected,31866067,0.7670,1,il17f ->[regulates] saa2
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,17,Q007-P17,513ac1694809048e,il17a,,saa1,regulates,,forward,undirected,31866067,0.7660,1,il17a ->[regulates] saa1
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,18,Q007-P18,0ff15ad62c079664,il17a,,saa2,regulates,,forward,undirected,31866067,0.7660,1,il17a ->[regulates] saa2
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,19,Q007-P19,fb54a20feca1c5a0,il17a,,cd4,expresses,,forward,undirected,27576555,0.7660,1,il17a ->[expresses] cd4
netmedex_hybrid_rag,F_adaptive,Q007,formal-v1-gpt-4.1-F_adaptive,20,Q007-P20,324b58b8925df468,il17a,,inflammatory bowel diseases,associated_with,,undirected,undirected,31295952;34635393,0.7480,1,il17a --[associated_with] inflammatory bowel diseases
