system,question_id,rank,pmid,score
netmedex_hybrid_rag,Q029,4,40418230,0.62184210
netmedex_hybrid_rag,Q029,5,39119148,0.60860810
netmedex_hybrid_rag,Q029,6,41587514,0.60009170
netmedex_hybrid_rag,Q029,7,37107335,0.56021119
netmedex_hybrid_rag,Q029,8,40113668,0.56004313
traditional_rag,Q029,1,40681353,0.66258264
traditional_rag,Q029,2,42065920,0.64005030
traditional_rag,Q029,3,40418230,0.62184210
traditional_rag,Q029,4,39119148,0.60860810
traditional_rag,Q029,5,41587514,0.60009170
traditional_rag,Q029,6,37107335,0.56021119
traditional_rag,Q029,7,40113668,0.56004313
netmedex_hybrid_rag,Q037,1,29052129,0.66403071
netmedex_hybrid_rag,Q037,2,20485626,0.65675566
netmedex_hybrid_rag,Q037,3,30611768,0.64513032
netmedex_hybrid_rag,Q037,4,2162576,0.62872917
netmedex_hybrid_rag,Q037,5,20413301,0.62667421
netmedex_hybrid_rag,Q037,6,19207972,0.61671489
netmedex_hybrid_rag,Q037,7,16461228,0.60797747
netmedex_hybrid_rag,Q037,8,25646384,0.58656516
netmedex_hybrid_rag,Q037,9,28097530,0.58353478
netmedex_hybrid_rag,Q037,10,32839523,0.55464181
traditional_rag,Q037,1,29052129,0.66403071
traditional_rag,Q037,2,20485626,0.65675566
traditional_rag,Q037,3,30611768,0.64513032
traditional_rag,Q037,4,20413301,0.62667421
traditional_rag,Q037,5,16461228,0.60797747
traditional_rag,Q037,6,25646384,0.58656516
traditional_rag,Q037,7,28097530,0.58353478
traditional_rag,Q037,8,32839523,0.55464181
traditional_rag,Q037,9,38064540,0.54869003
traditional_rag,Q037,10,39290403,0.54554925
netmedex_hybrid_rag,Q041,1,40279256,0.36359398
netmedex_hybrid_rag,Q041,2,40429921,0.36320496
netmedex_hybrid_rag,Q041,3,36534320,0.35924061
netmedex_hybrid_rag,Q041,4,31936266,0.35552958
netmedex_hybrid_rag,Q041,5,36513134,0.35450528
netmedex_hybrid_rag,Q041,6,36768138,0.35433080
netmedex_hybrid_rag,Q041,7,38634653,0.34996441
netmedex_hybrid_rag,Q041,8,41285328,0.34145820
netmedex_hybrid_rag,Q041,9,39676197,0.34114871
netmedex_hybrid_rag,Q041,10,40829258,0.33505786
traditional_rag,Q041,1,40279256,0.36359398
traditional_rag,Q041,2,40429921,0.36320496
traditional_rag,Q041,3,36534320,0.35924061
traditional_rag,Q041,4,31936266,0.35552958
traditional_rag,Q041,5,36513134,0.35450528
traditional_rag,Q041,6,36768138,0.35433080
traditional_rag,Q041,7,38634653,0.34996441
traditional_rag,Q041,8,41285328,0.34145820
traditional_rag,Q041,9,39676197,0.34114871
traditional_rag,Q041,10,40829258,0.33505786
netmedex_hybrid_rag,Q043,1,23254930,0.69276638
netmedex_hybrid_rag,Q043,2,23686772,0.68117415
netmedex_hybrid_rag,Q043,3,31748742,0.63634811
netmedex_hybrid_rag,Q043,4,39904338,0.61905937
netmedex_hybrid_rag,Q043,5,37072933,0.61697627
netmedex_hybrid_rag,Q043,6,32958021,0.60879476
netmedex_hybrid_rag,Q043,7,39407211,0.58534634
netmedex_hybrid_rag,Q043,8,40541122,0.56477075
netmedex_hybrid_rag,Q043,9,34080771,0.55409257
netmedex_hybrid_rag,Q043,10,41571675,0.55166670
traditional_rag,Q043,1,23254930,0.69276638
traditional_rag,Q043,2,23686772,0.68117415
traditional_rag,Q043,3,31748742,0.63634811
traditional_rag,Q043,4,39904338,0.61905937
traditional_rag,Q043,5,37072933,0.61697627
traditional_rag,Q043,6,32958021,0.60879476
traditional_rag,Q043,7,39407211,0.58534634
traditional_rag,Q043,8,40541122,0.56477075
traditional_rag,Q043,9,34080771,0.55409257
traditional_rag,Q043,10,41571675,0.55166670
netmedex_hybrid_rag,Q046,1,16425280,0.46714774
netmedex_hybrid_rag,Q046,2,12446774,0.45145237
netmedex_hybrid_rag,Q046,3,15075340,0.44554727
netmedex_hybrid_rag,Q046,4,29570984,0.44192644
netmedex_hybrid_rag,Q046,5,40363725,0.44097211
netmedex_hybrid_rag,Q046,6,12429935,0.44020416
netmedex_hybrid_rag,Q046,7,29923368,0.38978445
traditional_rag,Q046,1,16425280,0.46714774
traditional_rag,Q046,2,12446774,0.45145237
traditional_rag,Q046,3,15075340,0.44554727
traditional_rag,Q046,4,29570984,0.44192644
traditional_rag,Q046,5,40363725,0.44097211
traditional_rag,Q046,6,12429935,0.44020416
traditional_rag,Q046,7,29923368,0.38978445
netmedex_hybrid_rag,Q047,1,16177189,0.53243845
traditional_rag,Q047,1,16177189,0.53243845
netmedex_hybrid_rag,Q050,1,41144501,0.60941638
netmedex_hybrid_rag,Q050,2,31209247,0.58663059
netmedex_hybrid_rag,Q050,3,35060590,0.55274546
netmedex_hybrid_rag,Q050,4,41950603,0.54644839
netmedex_hybrid_rag,Q050,5,40270955,0.46727918
traditional_rag,Q050,1,41144501,0.60941638
traditional_rag,Q050,2,31209247,0.58663059
traditional_rag,Q050,3,35060590,0.55274546
traditional_rag,Q050,4,41950603,0.54644839
traditional_rag,Q050,5,40270955,0.46727918
