question_id,domain,question,edge_id,source,target,relation_type,supporting_titles,pmids,min_hop_count,max_path_score,rater_id,biologically_meaningful,relation_type_correct,notes
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E14,runx2,mir153,upregulates,Icariin regulates the osteoblast differentiation and cell proliferation of MC3T3-E1 cells through microRNA-153 by targeting Runt-related transcription factor 2.,29904399,2,0.49,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] RUNX2 and miR-153 are linked in the title, but miR-153 is described as targeting RUNX2, not as being upregulated by it."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E15,mir153,runx2,upregulates,Icariin regulates the osteoblast differentiation and cell proliferation of MC3T3-E1 cells through microRNA-153 by targeting Runt-related transcription factor 2.,29904399,2,0.49,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title supports miR-153 targeting RUNX2, but targeting does not support the claimed upregulation and generally implies repression."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E16,vegfa,steroids,increases,Preliminary study of icariin indicating prevention of steroid-induced osteonecrosis of femoral head by regulating abnormal expression of miRNA-335 and protecting the functions of bone microvascular endothelial cells in rats.,32911026,2,0.474,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title does not mention VEGFA or state that it increases steroids."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E17,onfh,steroids,causes,Preliminary study of icariin indicating prevention of steroid-induced osteonecrosis of femoral head by regulating abnormal expression of miRNA-335 and protecting the functions of bone microvascular endothelial cells in rats.,32911026,2,0.458,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The entities are causally related, but the title says steroid-induced osteonecrosis, so the asserted direction is reversed."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E18,mir335,onfh,associated_with,Preliminary study of icariin indicating prevention of steroid-induced osteonecrosis of femoral head by regulating abnormal expression of miRNA-335 and protecting the functions of bone microvascular endothelial cells in rats.,32911026,2,0.454,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title associates abnormal miRNA-335 expression with steroid-induced osteonecrosis of the femoral head."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E19,onfh,mir335,associated_with,Preliminary study of icariin indicating prevention of steroid-induced osteonecrosis of femoral head by regulating abnormal expression of miRNA-335 and protecting the functions of bone microvascular endothelial cells in rats.,32911026,2,0.454,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title associates osteonecrosis of the femoral head with abnormal miRNA-335 expression; the nondirectional association label is appropriate."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E20,pten,osteoporosis,associated_with,Icariin triggers osteogenic differentiation of bone marrow stem cells by up-regulating miR-335-5p.,35292240,2,0.442,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Neither PTEN nor osteoporosis is mentioned in the title about miR-335-5p-mediated osteogenic differentiation."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E01,curcumin,neoplasms,treats,Induction of apoptosis by curcumin and its implications for cancer therapy.; The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,15810876;29693253;30623450,1,0.872,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly discuss curcumin in cancer therapy, prevention, and treatment, supporting a broad treats-neoplasms relation."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E02,curcumin,neoplasm metastasis,inhibits,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Curcumin and Gastric Cancer: a Review on Mechanisms of Action.; Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,29693253;30725357;38166505,1,0.739,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles concern cancer treatment, gastric cancer, and osteosarcoma cell death but do not mention metastasis or its inhibition."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E03,curcumin,inflammation,ameliorates,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Curcumin and Cancer.; Versatile role of curcumin and its derivatives in lung cancer therapy.,29693253;31590362;32519340,1,0.666,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] All supporting titles focus on cancer; none identifies inflammation or states that curcumin ameliorates it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E04,curcumin,nfkb1,inhibits,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.; Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,30623450;41109942,1,0.593,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis and prostate-cancer mechanism reviews do not name NFKB1 or NF-kappaB, so inhibition is not supported by the titles."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E05,curcumin,polyphenols,associated_with,Curcumin and Cancer.; Curcumin and its anti-colorectal cancer potential: From mechanisms of action to autophagy.; Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,31590362;38699926;41109942,1,0.562,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Curcumin is a polyphenolic compound, making the broad associated_with relation biologically appropriate, although the titles do not state the classification explicitly."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E06,curcumin,nfe2l2,regulates,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The osteosarcoma title explicitly says curcumin acts by regulating the Nrf2/GPX4 pathway; Nrf2 corresponds to NFE2L2."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E07,curcumin,akt1,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.519,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer review mentions molecular mechanisms generally but does not name AKT1 or state that curcumin regulates it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E08,curcumin,mtor,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.519,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The supporting review title does not mention mTOR or specify any curcumin–mTOR regulatory relationship."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E09,curcumin,cox2,inhibits,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,30623450,1,0.519,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis-modulation title does not identify COX-2/PTGS2 or state that curcumin inhibits it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E10,curcumin,pik3cb,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.519,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer review title does not mention PIK3CB or even specify a PI3K isoform, so this gene-specific regulation is unsupported."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E11,curcumin,gpx4,regulates,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The osteosarcoma title explicitly attributes curcumin-induced cell death to regulation of Nrf2/GPX4 signaling."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E12,curcumin,tp53,upregulates,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,30623450,1,0.519,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis review title does not name TP53 or indicate that curcumin upregulates it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E13,curcumin,breast neoplasms,treats,Targeting STAT3 signaling pathway by curcumin and its analogues for breast cancer: A narrative review.,39219410,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title describes targeting STAT3 with curcumin and its analogues for breast cancer, supporting a therapeutic relation."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E14,curcumin,lung neoplasms,treats,Versatile role of curcumin and its derivatives in lung cancer therapy.,32519340,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title explicitly presents curcumin and its derivatives in lung-cancer therapy."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E15,curcumin,prostatic neoplasms,treats,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The systematic-review title directly links curcumin to therapeutic strategies for prostate cancer."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E16,curcumin,osteosarcoma,treats,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.519,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Curcumin is directly linked to osteosarcoma through induction of ferroptosis and apoptosis in osteosarcoma cells, but this preclinical cellular effect does not by itself establish that it treats osteosarcoma."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E17,curcumin,stomach neoplasms,treats,Curcumin and Gastric Cancer: a Review on Mechanisms of Action.,30725357,1,0.519,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The gastric-cancer review establishes a mechanistic relationship with curcumin, but its title does not explicitly establish treatment efficacy."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E18,curcumin,carcinogenesis,inhibits,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.,29693253,1,0.519,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] A title explicitly describing curcumin in cancer prevention supports inhibition of carcinogenesis."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E19,curcumin,liproxstatin-1,blocks,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.476,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Liproxstatin-1 is not mentioned in the title, which only describes curcumin-mediated Nrf2/GPX4 regulation; no curcumin-blocks-liproxstatin relation is supported."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E20,curcumin,bardoxolone methyl,blocks,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.476,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Bardoxolone methyl is absent from the supporting title, and the title provides no evidence that curcumin blocks it."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E01,inflammation,cystic fibrosis,associated_with,"The cystic fibrosis intestine.; Defective CFTR- beta-catenin interaction promotes NF-kappaB nuclear translocation and intestinal inflammation in cystic fibrosis.; The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.",23788646;27588407;28155088,1,0.796,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly describe intestinal inflammation in cystic fibrosis and link inflammation with the CF gut phenotype; an association is supported."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E02,cftr,cystic fibrosis,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Fecal dysbiosis and inflammation in intestinal-specific Cftr knockout mice on regimens preventing intestinal obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,37546931;38073491;38554847,1,0.608,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] CFTR and cystic fibrosis are clearly related, but the titles concern Cftr knockout mice and CF-related disease rather than showing that unqualified CFTR itself causes cystic fibrosis; loss-of-function is the relevant qualifier."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E03,inflammation,dysbiosis,associated_with,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.",28155088;37546931;38554847,1,0.587,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly pair dysbiosis with inflammation, including 'Linking Inflammation, Dysbiosis' and 'Fecal Dysbiosis and Inflammation'; the nondirectional association label is appropriate."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E04,cftr,inflammation,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,37546931;38554847,1,0.555,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Inflammation in intestinal-specific Cftr knockout mice supports the direction from CFTR loss/dysfunction to inflammation, although the edge should be understood as referring to defective or absent CFTR."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E05,cftr,dysbiosis,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,37546931;38554847,1,0.555,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title reporting fecal dysbiosis in intestinal-specific Cftr knockout mice supports CFTR loss as an upstream cause of dysbiosis, with the loss-of-function qualifier understood."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E06,inflammation,cftr,causes,"Intestinal Inflammation and Alterations in the Gut Microbiota in Cystic Fibrosis: A Review of the Current Evidence, Pathophysiology and Future Directions.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.",35160099;37546931;38554847,1,0.555,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles relate CFTR, inflammation, and gut microbiota, but they do not indicate that inflammation causes CFTR; the knockout title instead supports the opposite direction."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E07,cftr,bicarbonates,regulates,Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,38554847,1,0.502,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The sole title concerns gut dysbiosis in cystic-fibrosis-related liver disease and provides no title-level support for CFTR regulation of bicarbonate."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E08,cftr,chlorine,regulates,Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,38554847,1,0.502,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The supporting title does not mention chlorine or ion regulation. Moreover, 'chlorine' is likely an erroneous normalization of chloride, so the stated relation is unsupported."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E09,cftr,neoplasms,suppresses,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.",28155088,1,0.502,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title links the cystic-fibrosis gut phenotype with increased malignancy risk, making a CFTR–neoplasm connection plausible, but it does not establish that CFTR directly suppresses neoplasms."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E10,cftr,cholangiopathy,causes,Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,38554847,1,0.502,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] A connection between CFTR dysfunction and a CF-related hepatobiliary disorder is plausible from the liver-disease title, but the title emphasizes gut dysbiosis in pathogenesis and does not establish that CFTR directly causes cholangiopathy."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E11,inflammation,lipopolysaccharides,induces,Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,38554847,1,0.481,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The sole title mentions gut dysbiosis and CF-related liver disease but not lipopolysaccharides or their relation to inflammation. It therefore does not support inflammation inducing lipopolysaccharides."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E12,inflammation,gastrointestinal neoplasms,contributes_to,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.",28155088,1,0.457,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title explicitly links gut inflammation with increased malignancy risk in cystic fibrosis, supporting inflammation as a contributor to gastrointestinal neoplasia."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E13,cystic fibrosis,cftr,causes,"The cystic fibrosis intestine.; Impact of CFTR modulation with Ivacaftor on Gut Microbiota and Intestinal Inflammation.; Cystic Fibrosis, CFTR, and Colorectal Cancer.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Fecal dysbiosis and inflammation in intestinal-specific Cftr knockout mice on regimens preventing intestinal obstruction.; Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.",23788646;30546102;32326161;37546931;38073491;38554847,2,0.604,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles clearly connect cystic fibrosis and CFTR, but the causal direction is reversed: CFTR dysfunction underlies the disease; cystic fibrosis does not cause CFTR."
