system,edge_id,source,target,relation_type,pmids,rater_id,biologically_meaningful,relation_type_correct,notes
netmedex_hybrid_rag,Q004-E04,curcumin,nfkb1,inhibits,30623450;41109942,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] None of the provided titles mention NFKB1 or NF-kB."
netmedex_hybrid_rag,Q004-E05,curcumin,polyphenols,associated_with,31590362;38699926;41109942,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] None of the provided titles mention polyphenols."
netmedex_hybrid_rag,Q004-E06,curcumin,nfe2l2,regulates,38166505,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly states that curcumin regulates the Nrf2 (gene symbol NFE2L2) signaling pathway."
netmedex_hybrid_rag,Q004-E07,curcumin,akt1,regulates,41109942,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention AKT1."
netmedex_hybrid_rag,Q004-E08,curcumin,mtor,regulates,41109942,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention mTOR."
netmedex_hybrid_rag,Q004-E09,curcumin,cox2,inhibits,30623450,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention COX2."
netmedex_hybrid_rag,Q004-E10,curcumin,pik3cb,regulates,41109942,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention PIK3CB or PI3K."
netmedex_hybrid_rag,Q004-E11,curcumin,gpx4,regulates,38166505,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly states that curcumin regulates the GPX4 signaling pathway."
netmedex_hybrid_rag,Q004-E12,curcumin,tp53,upregulates,30623450,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention TP53 or p53."
netmedex_hybrid_rag,Q004-E13,curcumin,breast neoplasms,treats,39219410,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly mentions curcumin as a targeted therapy for breast cancer (breast neoplasms)."
netmedex_hybrid_rag,Q004-E14,curcumin,lung neoplasms,treats,32519340,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly mentions curcumin in the context of lung cancer therapy."
netmedex_hybrid_rag,Q004-E15,curcumin,prostatic neoplasms,treats,41109942,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly mentions curcumin as a therapeutic strategy for prostate cancer (prostatic neoplasms)."
netmedex_hybrid_rag,Q004-E16,curcumin,osteosarcoma,treats,38166505,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly mentions curcumin inducing apoptosis in osteosarcoma cells, supporting a therapeutic relationship."
netmedex_hybrid_rag,Q004-E17,curcumin,stomach neoplasms,treats,30725357,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly mentions curcumin in the context of gastric cancer (stomach neoplasms)."
netmedex_hybrid_rag,Q004-E18,curcumin,carcinogenesis,inhibits,29693253,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions the role of curcumin in cancer prevention, which supports the inhibition of carcinogenesis."
netmedex_hybrid_rag,Q004-E19,curcumin,liproxstatin-1,blocks,38166505,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention liproxstatin-1."
netmedex_hybrid_rag,Q004-E20,curcumin,bardoxolone methyl,blocks,38166505,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The provided title does not mention bardoxolone methyl."
netmedex_hybrid_rag,Q008-E01,inflammation,cystic fibrosis,associated_with,23788646;27588407;28155088,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention 'intestinal inflammation in cystic fibrosis' and link inflammation to cystic fibrosis, supporting an 'associated_with' relationship."
netmedex_hybrid_rag,Q008-E02,cftr,cystic fibrosis,causes,37546931;38073491;38554847,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] While CFTR and cystic fibrosis are biologically related, the titles do not state that CFTR 'causes' cystic fibrosis; rather, they mention Cftr knockout mice as models for cystic fibrosis-related diseases."
netmedex_hybrid_rag,Q008-E03,inflammation,dysbiosis,associated_with,28155088;37546931;38554847,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly link inflammation and dysbiosis ('Linking Inflammation, Dysbiosis', 'Fecal Dysbiosis and Inflammation'), supporting an 'associated_with' relationship."
netmedex_hybrid_rag,Q008-E04,cftr,inflammation,causes,37546931;38554847,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles indicate that Cftr *knockout* (absence or dysfunction of CFTR) is associated with inflammation, meaning CFTR itself does not 'cause' inflammation."
netmedex_hybrid_rag,Q008-E05,cftr,dysbiosis,causes,37546931;38554847,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles show that Cftr *knockout* is associated with dysbiosis. Therefore, CFTR itself does not 'cause' dysbiosis; its absence does."
netmedex_hybrid_rag,Q008-E06,inflammation,cftr,causes,35160099;37546931;38554847,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles mention inflammation in Cftr knockout mice, but there is no evidence in the titles that inflammation 'causes' CFTR."
netmedex_hybrid_rag,Q008-E07,cftr,bicarbonates,regulates,38554847,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Bicarbonates are not mentioned in the supporting title, making this relation unsupported by the provided text."
netmedex_hybrid_rag,Q008-E08,cftr,chlorine,regulates,38554847,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Chlorine is not mentioned in the supporting title, making this relation unsupported by the provided text."
netmedex_hybrid_rag,Q008-E09,cftr,neoplasms,suppresses,28155088,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] CFTR is not mentioned in the supporting title, and the title does not state that CFTR suppresses neoplasms (malignancy)."
netmedex_hybrid_rag,Q008-E10,cftr,cholangiopathy,causes,38554847,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither CFTR nor cholangiopathy are explicitly mentioned in the supporting title (only cystic fibrosis and liver disease are mentioned)."
netmedex_hybrid_rag,Q008-E11,inflammation,lipopolysaccharides,induces,38554847,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Lipopolysaccharides are not mentioned in the supporting title, making this relation unsupported."
netmedex_hybrid_rag,Q008-E12,inflammation,gastrointestinal neoplasms,contributes_to,28155088,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title 'The Enigmatic Gut... Linking Inflammation... and the Increased Risk of Malignancy' supports that inflammation contributes to gastrointestinal neoplasms."
netmedex_hybrid_rag,Q008-E13,cystic fibrosis,cftr,causes,23788646;30546102;32326161;37546931;38073491;38554847,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Cystic fibrosis and CFTR are related, but cystic fibrosis does not 'cause' CFTR. Mutations in the CFTR gene cause cystic fibrosis."
netmedex_hybrid_rag,Q008-E14,cystic fibrosis,dysbiosis,associated_with,28155088;30546102;32326161,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly link cystic fibrosis with dysbiosis and gut microbiota alterations, supporting an 'associated_with' relationship."
netmedex_hybrid_rag,Q008-E15,cystic fibrosis,inflammation,associated_with,23788646;27588407;28155088,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention 'intestinal inflammation in cystic fibrosis', supporting an 'associated_with' relationship."
netmedex_hybrid_rag,Q008-E16,dysbiosis,cystic fibrosis,associated_with,28155088;30546102;32326161,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly link dysbiosis (and gut microbiota) to cystic fibrosis, supporting an 'associated_with' relationship."
netmedex_hybrid_rag,Q011-E01,metformin,diabetes mellitus type 2,treats,26277279;29662316;30445633,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Diabetes mellitus type 2 is not mentioned in the supporting titles, which focus entirely on cancer and carcinogenesis."
netmedex_hybrid_rag,Q011-E02,metformin,prkaa1,activates,24009772;24750786;29662316,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention metformin acting via the AMPK pathway. PRKAA1 is a catalytic subunit of AMPK, supporting the 'activates' relationship."
netmedex_hybrid_rag,Q011-E03,metformin,neoplasms,treats,29662316;34062070;35072253,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention the 'anticancer activity of metformin' and its use in 'malignancies', supporting that it treats neoplasms."
netmedex_hybrid_rag,Q011-E04,metformin,mtor,suppresses,29662316;35072253,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] mTOR is not mentioned in the provided supporting titles for this edge."
netmedex_hybrid_rag,Q011-E05,metformin,hif1a,suppresses,29662316;35072253,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] HIF1A is not mentioned in the supporting titles."
netmedex_hybrid_rag,Q011-E06,metformin,prkaa2,activates,34062070;35731713,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles describe metformin as an 'AMPK activator'. PRKAA2 is a catalytic subunit of AMPK, making this relation correct."
netmedex_hybrid_rag,Q011-E07,metformin,akt1,inhibits,35731713,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] AKT1 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E08,metformin,bile duct neoplasms,inhibits,31205529,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly states that metformin inhibits proliferation in bile duct cancer cells."
netmedex_hybrid_rag,Q011-E09,metformin,diabetes mellitus,treats,29167573,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Diabetes mellitus is not mentioned in the supporting title, which focuses on colorectal cancer."
netmedex_hybrid_rag,Q011-E10,metformin,hyperglycemia,treats,33886150,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Hyperglycemia is not mentioned in the supporting title, which focuses on pancreatic cancer."
netmedex_hybrid_rag,Q011-E11,metformin,ovarian neoplasms,treats,35072253,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Ovarian neoplasms are not explicitly mentioned in the supporting title; it only broadly mentions 'selected malignancies in women'."
netmedex_hybrid_rag,Q011-E12,metformin,polycystic ovary syndrome,treats,34062070,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Polycystic ovary syndrome is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E13,metformin,thyroid neoplasms,inhibits,25710562,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Metformin is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E14,metformin,tuberculosis,treats,34062070,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Tuberculosis is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E15,metformin,metabolic syndrome,treats,34062070,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Metabolic syndrome is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E16,mtor,osu-53,inhibits,25710562,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] OSU-53 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E17,metformin,dichloroacetic acid,enhances,34576192,gemini-3.1-pro-preview,1,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions metformin and dichloroacetate together suppress proliferation, but does not state that metformin 'enhances' dichloroacetate."
netmedex_hybrid_rag,Q011-E18,metformin,igf1,associated_with,35072253,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] IGF1 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E19,metformin,stat3,associated_with,35072253,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] STAT3 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q011-E20,metformin,uterine cervical neoplasms,associated_with,37371530,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions metformin induces apoptosis in HeLa cells, which are a well-known uterine cervical cancer cell line."
netmedex_hybrid_rag,Q015-E01,sars-cov2 virus,vascular system injuries,causes,32735131,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title mentions COVID-19, coagulopathy, and immunothrombosis, but does not mention or imply 'vascular system injuries', making this specific node and relation unsupported by the text."
netmedex_hybrid_rag,Q015-E02,vascular system injuries,blood coagulation disorders,associated_with,32735131,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The supporting title discusses COVID-19-associated coagulopathy and immunothrombosis, but lacks any mention of 'vascular system injuries' to support an association with blood coagulation disorders."
netmedex_hybrid_rag,Q016-E01,atrophy,muscular atrophy spinal,causes,33353564,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions SMA (spinal muscular atrophy) but does not state or imply that 'atrophy' causes it."
netmedex_hybrid_rag,Q016-E02,smn,mitochondrial diseases,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title mentions SMA and mitochondrial deficiency, but does not explicitly mention the SMN gene or protein."
netmedex_hybrid_rag,Q016-E03,smn,smn1,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor SMN1 are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E04,smn,nusinersen,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor nusinersen are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E05,smn,risdiplam,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor risdiplam are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E06,smn,fatigue,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor fatigue are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E07,smn,fibrosis,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor fibrosis are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E08,smn,scoliosis,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor scoliosis are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E09,smn,muscle weakness,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor muscle weakness are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E10,smn,neuromuscular manifestations,associated_with,39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Neither SMN nor neuromuscular manifestations are mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E11,muscular atrophy spinal,smn1,causes,33353564;36142791;39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] SMN1 is not mentioned in any of the supporting titles, and SMA does not cause SMN1 (rather, SMN1 mutations cause SMA)."
netmedex_hybrid_rag,Q016-E12,muscular atrophy spinal,neuromuscular diseases,associated_with,33353564;36142791,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The broad category of 'neuromuscular diseases' is not explicitly mentioned in the titles, even though SMA is one."
netmedex_hybrid_rag,Q016-E13,muscular atrophy spinal,muscle weakness,causes,33353564;39264856,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] Muscle weakness is not explicitly mentioned in the supporting titles."
netmedex_hybrid_rag,Q016-E14,muscular atrophy spinal,mitochondrial diseases,associated_with,19437551;36142791,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly mention both 'mitochondrial dysfunction' and 'spinal muscular atrophy', supporting an association."
netmedex_hybrid_rag,Q016-E15,muscular atrophy spinal,smn1,associated_with,19437551,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] SMN1 is not mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E16,muscular atrophy spinal,d356,associated_with,19437551,gemini-3.1-pro-preview,0,0,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The entity 'd356' is not mentioned in the supporting title."
netmedex_hybrid_rag,Q016-E17,muscular atrophy spinal,mitochondrial complex i deficiency,associated_with,33353564,gemini-3.1-pro-preview,1,1,"[AI-GENERATED RATING -- Gemini 3.1 Pro. Blinded graph-edge quality pass, not a human expert review.] The title explicitly links 'mitochondrial defects in the respiratory complex I' with 'SMA'."
