question_id,pmid,original_grade,final_grade,decision_basis,adjudicator,adjudicator_type,adjudication_date
Q008,22649552,1,0,"AUDIT: real mismatch -- paper studies airway epithelial cells and blood PBMCs/THP-1, with zero intestinal content; downgraded 1->0. Recommend swapping in a gut-specific replacement PMID.",codex-final-adjudication,AI,2026-07-27
Q009,31114509,1,1,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,18835816,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,28122601,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,24058805,1,1,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,40391687,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,36588738,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,39713478,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q009,21388555,2,1,"AUDIT: purely observational JAK/STAT phosphorylation-profiling study in human myogenesis, no chemical/inhibitor tested at all, for a 'which chemicals' retrieval question; downgraded 2->1.",codex-final-adjudication,AI,2026-07-27
Q009,41521250,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,29904399,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,24956021,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,33426313,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,35909545,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,34854397,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,33339654,2,2,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,31661767,1,1,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q010,31971108,1,1,PubMed audit confirmed the seed grade; final grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,20135346,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,29554968,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,25456211,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,24858012,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,31489252,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,34062070,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q011,34607979,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q011,29465545,1,0,Final abstract-level adjudication accepted the second-pass recommendation v0.,codex-final-adjudication,AI,2026-07-27
Q012,31822279,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,11755003,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,35264247,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,38098004,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q012,16055942,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,31001075,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,30087595,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q012,26207229,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q012,31580243,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,39565386,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,38513436,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,36982171,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,35930089,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,36017088,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,36205734,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q013,29530884,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q013,31479722,1,0,Final abstract-level adjudication accepted the second-pass recommendation v0.,codex-final-adjudication,AI,2026-07-27
Q014,30002661,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,27931982,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,35631449,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,34630419,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,28199814,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,39867028,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q014,37014106,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q014,24453498,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,33684134,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,39945674,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,35420680,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,39599792,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q015,33077917,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,33323111,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,33063256,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q015,9437185,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,27488123,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,26586529,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,36142791,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,39901351,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,19437551,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,36849544,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,26643950,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,36604149,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q016,27111068,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,19106084,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,19106083,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,20801494,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,21170047,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,23698643,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,31772608,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,26309584,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q017,27380588,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q017,21900914,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q017,28135763,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q018,36605194,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,35047501,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,36776862,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,36351411,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,33257470,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,37872166,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,37304306,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q018,33912454,1,0,Final abstract-level adjudication accepted the second-pass recommendation v0.,codex-final-adjudication,AI,2026-07-27
Q019,28758929,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,16989692,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,20041267,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,24044566,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,19788607,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q019,23401753,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q019,24843689,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,19753129,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,29416297,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q019,20498498,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,15778503,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,19419300,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,29963786,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,15221492,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,26117992,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,35982318,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,29080811,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q020,19072724,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q020,23926379,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,36986825,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,39168099,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,33139635,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,35069210,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,31333586,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,28663934,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,41203232,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q021,36331190,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,35860690,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,40243956,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,39334820,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,37904680,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,38419608,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,33465490,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,40709209,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q022,38877789,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,26057751,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,28076840,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,24610352,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,23979441,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,19778933,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q023,38238426,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q023,26819207,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q023,32322559,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,28943430,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,26096280,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,25470749,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,28644396,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,32059748,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,15526274,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q024,26885254,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,17380205,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,21842588,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,25312642,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,22381526,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,26380303,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q025,32224496,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q025,34680483,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,35573092,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,22684624,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,22731715,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,32422994,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,33803334,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,34959809,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,28654658,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,31141995,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q026,35953929,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,37241088,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,29026419,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,27186560,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,38284726,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,35399300,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,29765404,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q027,37513592,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,35402265,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,16226704,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,19850869,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,29455644,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,18454859,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,15225643,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q028,28871105,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q029,11927518,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q029,34272458,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q029,19036896,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q029,35642067,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q029,38001470,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q029,37259606,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q030,26065825,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q030,19188531,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q030,21872339,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q030,41226404,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q030,30104698,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q030,35163538,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,16550169,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,16990802,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,31509236,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,19720210,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,32751111,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,29676067,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,29467325,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q031,39202657,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,19075788,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,12170265,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,27931975,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q032,40257546,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,30323811,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,33013361,1,2,Final abstract-level adjudication accepted the second-pass recommendation ^2.,codex-final-adjudication,AI,2026-07-27
Q032,15032597,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q032,18328887,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,33869196,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,34864819,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,36370962,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,38756248,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,36029649,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,36703745,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q033,35075250,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,24319628,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,26054568,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,37958563,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,31866994,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,26935357,2,1,Final abstract-level adjudication accepted the second-pass recommendation v1.,codex-final-adjudication,AI,2026-07-27
Q034,23704522,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,21584427,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q034,9626050,1,1,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,34904366,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
Q035,37468473,2,2,Two independent AI passes agreed; grade retained.,codex-final-adjudication,AI,2026-07-27
