question_id,domain,question,edge_id,source,target,relation_type,supporting_titles,pmids,min_hop_count,max_path_score,rater_id,biologically_meaningful,relation_type_correct,notes
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E15,icariin,oc,regulates,Icariin-Enhanced Osteoclast-Derived Exosomes Promote Repair of Infected Bone Defects by Regulating Osteoclast and Osteoblast Communication.,39588260,1,0.572,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Assuming 'oc' denotes osteoclasts, the title is biologically relevant, but it specifically describes regulation of osteoclast–osteoblast communication rather than direct regulation of osteoclasts by icariin."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E16,icariin,flavonoids,associated_with,Icariin stimulates osteogenesis and suppresses adipogenesis of human bone mesenchymal stem cells via miR-23a-mediated activation of the Wnt/beta-catenin signaling pathway.,33743412,1,0.528,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title describes icariin's miR-23a/Wnt mechanism but does not mention flavonoids or state an association with that class."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E17,mir335,steroids,induces,Preliminary study of icariin indicating prevention of steroid-induced osteonecrosis of femoral head by regulating abnormal expression of miRNA-335 and protecting the functions of bone microvascular endothelial cells in rats.,32911026,2,0.499,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] miRNA-335 expression is studied in a steroid-induced disease context, so the entities are contextually related, but the title does not say miR-335 induces steroids; the asserted direction is wrong."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E18,runx2,mir153,upregulates,Icariin regulates the osteoblast differentiation and cell proliferation of MC3T3-E1 cells through microRNA-153 by targeting Runt-related transcription factor 2.,29904399,2,0.499,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title relates miR-153 and RUNX2 by describing RUNX2 as a target in the miR-153 pathway, not RUNX2 as an upregulator of miR-153."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E19,runx2,0409,expresses,Icariin promotes osteogenic differentiation through the mmu_circ_0000349/mmu-miR-138-5p/Jumonji domain-containing protein-3 axis.,38045146,2,0.499,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] RUNX2 is absent from the cited title, and '0409' appears to be a malformed fragment rather than the named circRNA mmu_circ_0000349."
Q001,osteoporosis,How may icariin influence osteoblast differentiation through miRNA-related mechanisms?,Q001-E20,kdm6b,0409,expresses,Icariin promotes osteogenic differentiation through the mmu_circ_0000349/mmu-miR-138-5p/Jumonji domain-containing protein-3 axis.,38045146,2,0.499,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Although KDM6B/JMJD3 and mmu_circ_0000349 occur in the same axis, the target '0409' is malformed, and the title does not say KDM6B expresses the circRNA."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E01,curcumin,neoplasms,treats,Induction of apoptosis by curcumin and its implications for cancer therapy.; The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,15810876;29693253;30623450,1,0.857,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly discuss curcumin in cancer prevention and treatment and its implications for cancer therapy, supporting a therapeutic relation to neoplasms."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E02,curcumin,inflammation,ameliorates,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Curcumin and Cancer.; Versatile role of curcumin and its derivatives in lung cancer therapy.,29693253;31590362;32519340,1,0.65,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles concern cancer treatment and lung cancer but do not mention inflammation or its amelioration."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E03,curcumin,neoplasm metastasis,inhibits,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.; Curcumin and Gastric Cancer: a Review on Mechanisms of Action.; Targeting STAT3 signaling pathway by curcumin and its analogues for breast cancer: A narrative review.,29693253;30725357;39219410,1,0.65,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The cancer, gastric cancer, and STAT3/breast cancer review titles do not mention metastasis or its inhibition."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E04,curcumin,nfkb1,inhibits,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.; Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,30623450;41109942,1,0.577,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Neither the apoptosis-modulation title nor the prostate-cancer review title identifies NFKB1 or states that curcumin inhibits it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E05,curcumin,polyphenols,associated_with,Curcumin and Cancer.; Curcumin and its anti-colorectal cancer potential: From mechanisms of action to autophagy.; Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,31590362;38699926;41109942,1,0.548,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Although curcumin may be classified as a polyphenol, none of the supplied cancer-review titles mentions polyphenols or establishes this edge."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E06,curcumin,akt1,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.504,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer review title refers generically to molecular mechanisms but does not identify AKT1 or curcumin-mediated regulation of it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E07,curcumin,mtor,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.504,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The sole supporting title does not mention MTOR or specify that curcumin regulates it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E08,curcumin,cox2,inhibits,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,30623450,1,0.504,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis-modulation review title does not mention COX2 or support direct inhibition of COX2 by curcumin."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E09,curcumin,pik3cb,regulates,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.504,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer molecular-mechanisms title does not identify PIK3CB or establish its regulation by curcumin."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E10,curcumin,tp53,upregulates,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,30623450,1,0.504,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis-modulation title does not mention TP53 or show that curcumin upregulates it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E11,curcumin,breast neoplasms,treats,Targeting STAT3 signaling pathway by curcumin and its analogues for breast cancer: A narrative review.,39219410,1,0.504,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title describes targeting STAT3 with curcumin and its analogues for breast cancer, supporting a therapeutic relation to breast neoplasms."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E12,curcumin,lung neoplasms,treats,Versatile role of curcumin and its derivatives in lung cancer therapy.,32519340,1,0.504,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title explicitly frames curcumin and its derivatives as having a role in lung cancer therapy."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E13,curcumin,prostatic neoplasms,treats,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.504,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer title explicitly discusses curcumin and therapeutic strategies, supporting the treats label."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E14,curcumin,osteosarcoma,inhibits,Curcumin induces ferroptosis and apoptosis in osteosarcoma cells by regulating Nrf2/GPX4 signaling pathway.,38166505,1,0.504,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title states that curcumin induces ferroptosis and apoptosis in osteosarcoma cells, supporting inhibition of those tumor cells."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E15,curcumin,stomach neoplasms,treats,Curcumin and Gastric Cancer: a Review on Mechanisms of Action.,30725357,1,0.504,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title establishes a mechanistic relationship between curcumin and gastric cancer, but it does not explicitly characterize curcumin as treating gastric cancer."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E16,curcumin,carcinogenesis,inhibits,The versatile role of curcumin in cancer prevention and treatment: A focus on PI3K/AKT pathway.,29693253,1,0.504,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title's explicit focus on curcumin in cancer prevention supports inhibition of carcinogenesis."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E17,curcumin,0546,decreases,The role of curcumin on apoptosis and NLRP3 inflammasome-dependent pyroptosis on colorectal cancer in vitro.,38031951,1,0.462,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The unexplained entity '0546' does not appear in the colorectal-cancer title, which only mentions apoptosis and NLRP3-dependent pyroptosis."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E18,curcumin,docetaxel,enhances,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.462,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The prostate-cancer review title does not mention docetaxel or state that curcumin enhances it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E19,curcumin,quercetin,enhances,Curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.,41109942,1,0.462,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The supplied prostate-cancer review title does not mention quercetin or any enhancing interaction with it."
Q004,cancer,Which genes mediate a possible 2-hop path between curcumin and apoptosis?,Q004-E20,curcumin,reactive oxygen species,induces,Mechanisms of apoptosis modulation by curcumin: Implications for cancer therapy.,30623450,1,0.462,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The apoptosis-modulation title does not mention reactive oxygen species or establish that curcumin induces them."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E01,inflammation,cystic fibrosis,associated_with,"The cystic fibrosis intestine.; The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.; Impact of CFTR modulation with Ivacaftor on Gut Microbiota and Intestinal Inflammation.",23788646;28155088;30546102,1,0.857,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly discuss intestinal inflammation in cystic fibrosis, including a review linking inflammation with the CF gut."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E02,inflammation,dysbiosis,associated_with,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.; Cystic Fibrosis-Related Gut Dysbiosis: A Systematic Review.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.",28155088;36600119;37546931,1,0.689,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles explicitly link inflammation and dysbiosis, including their joint occurrence in intestinal-specific Cftr-knockout mice."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E03,cftr,cystic fibrosis,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Fecal dysbiosis and inflammation in intestinal-specific Cftr knockout mice on regimens preventing intestinal obstruction.,37546931;38073491,1,0.56,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] CFTR and cystic fibrosis are meaningfully related, but the cited title concerns Cftr knockout and intestinal phenotypes; it is loss or dysfunction of CFTR, not CFTR itself, that is causal."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E04,cftr,inflammation,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.,37546931,1,0.495,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Inflammation in intestinal-specific Cftr-knockout mice supports an effect of CFTR loss, not the claim that CFTR itself causes inflammation."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E05,cftr,neoplasms,suppresses,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.",28155088,1,0.495,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title links the cystic-fibrosis gut with increased malignancy risk, making a CFTR–neoplasm connection plausible, but it does not establish that CFTR suppresses neoplasms."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E06,cftr,dysbiosis,causes,Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.,37546931,1,0.495,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title reports dysbiosis in Cftr-knockout mice, implicating CFTR deficiency; it does not show that CFTR itself causes dysbiosis."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E07,inflammation,cftr,causes,"Intestinal Inflammation and Alterations in the Gut Microbiota in Cystic Fibrosis: A Review of the Current Evidence, Pathophysiology and Future Directions.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.",35160099;37546931,1,0.495,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles connect CFTR-related states with intestinal inflammation, but the knockout title supports CFTR loss leading to inflammation rather than inflammation causing CFTR."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E08,inflammation,ivacaftor,decreases,Impact of CFTR modulation with Ivacaftor on Gut Microbiota and Intestinal Inflammation.,30546102,1,0.495,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title evaluates the impact of ivacaftor on intestinal inflammation, so the entities are related, but the direction is reversed: ivacaftor may alter inflammation, not inflammation decrease ivacaftor."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E09,inflammation,fatty acids volatile,promotes,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.",28155088,1,0.495,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The cited title links inflammation, dysbiosis, and malignancy but does not mention volatile fatty acids or show that inflammation promotes them."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E10,inflammation,lipopolysaccharides,induces,Prominent role of gut dysbiosis in the pathogenesis of cystic fibrosis-related liver disease in mice.,38554847,1,0.495,gpt-5.6-sol,0,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title concerns gut dysbiosis in CF-related liver disease and does not mention lipopolysaccharides or support inflammation inducing them; the proposed direction is also biologically suspect."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E11,cftr,ctnnb1,interacts_with,Defective CFTR- beta-catenin interaction promotes NF-kappaB nuclear translocation and intestinal inflammation in cystic fibrosis.,27588407,1,0.471,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title explicitly identifies a defective CFTR–beta-catenin interaction; CTNNB1 encodes beta-catenin."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E12,inflammation,ifng,associated_with,"Gliadin-dependent UPR induction directly triggers the expression of TG2 and pro-inflammatory cytokines, dysregulates intestinal permeability, and reduces CFTR expression in intestinal epithelial cells of celiac disease patients.",40247380,1,0.447,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The title describes induction of pro-inflammatory cytokines in an intestinal inflammatory setting; IFNG is a pro-inflammatory cytokine, so a generic association is plausible, although IFNG is not named explicitly."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E13,cystic fibrosis,cftr,causes,"The cystic fibrosis intestine.; Impact of CFTR modulation with Ivacaftor on Gut Microbiota and Intestinal Inflammation.; Cystic Fibrosis, CFTR, and Colorectal Cancer.; Fecal Dysbiosis and Inflammation in Intestinal-Specific Cftr Knockout Mice on Regimens Preventing Intestinal Obstruction.; Fecal dysbiosis and inflammation in intestinal-specific Cftr knockout mice on regimens preventing intestinal obstruction.",23788646;30546102;32326161;37546931;38073491,2,0.685,gpt-5.6-sol,1,0,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] The titles clearly connect cystic fibrosis and CFTR, but the causal direction is wrong: CFTR dysfunction or variants cause cystic fibrosis, not cystic fibrosis causing CFTR."
Q008,rare disease,What candidate mechanisms connect CFTR variants to intestinal inflammation?,Q008-E14,cystic fibrosis,dysbiosis,associated_with,"The Enigmatic Gut in Cystic Fibrosis: Linking Inflammation, Dysbiosis, and the Increased Risk of Malignancy.; Impact of CFTR modulation with Ivacaftor on Gut Microbiota and Intestinal Inflammation.; Cystic Fibrosis-Related Gut Dysbiosis: A Systematic Review.",28155088;30546102;36600119,2,0.598,gpt-5.6-sol,1,1,"[AI-GENERATED RATING -- GPT-5.6-sol. Blinded graph-edge quality pass, not a human expert review.] Multiple titles explicitly describe cystic-fibrosis-related gut dysbiosis or altered gut microbiota, supporting an association."
