question_id,pmid,relevance,original_relevance,audit_status,notes
Q007,22096355,2,1,final-ai-regraded,AUDIT: broad IL-17/Th17 review across RA/psoriasis/MS/IBD with scope comparable to 30891627/22324470 (both graded 2); upgraded 1->2 for consistency.
Q007,28148916,1,,final-ai-confirmed,
Q007,33072104,2,1,final-ai-regraded,"AUDIT: explicitly enumerates multiple IL-17A-producing cell types (gamma-delta17 T cells, MAIT cells, ILC3s, NKT cells) in autoimmune arthritis, directly matching the question; upgraded 1->2."
Q007,31931372,2,,final-ai-confirmed,
Q008,26549988,2,,final-ai-confirmed,
Q008,30546102,2,,final-ai-confirmed,
Q008,38179971,2,,final-ai-confirmed,
Q008,35276841,1,,final-ai-confirmed,
Q008,35160099,1,,final-ai-confirmed,
Q008,27588407,2,,final-ai-confirmed,
Q008,35449374,2,,final-ai-confirmed,
Q008,22649552,0,1,final-ai-regraded,"AUDIT: real mismatch -- paper studies airway epithelial cells and blood PBMCs/THP-1, with zero intestinal content; downgraded 1->0. Recommend swapping in a gut-specific replacement PMID."
Q009,31114509,1,,final-ai-confirmed,
Q009,18835816,2,,final-ai-confirmed,
Q009,28122601,2,,final-ai-confirmed,
Q009,24058805,1,,final-ai-confirmed,
Q009,40391687,2,,final-ai-confirmed,
Q009,36588738,2,,final-ai-confirmed,
Q009,39713478,2,,final-ai-confirmed,
Q009,21388555,1,2,final-ai-regraded,"AUDIT: purely observational JAK/STAT phosphorylation-profiling study in human myogenesis, no chemical/inhibitor tested at all, for a 'which chemicals' retrieval question; downgraded 2->1."
Q009,41521250,2,,final-ai-confirmed,
Q010,29904399,2,,final-ai-confirmed,
Q010,24956021,2,,final-ai-confirmed,
Q010,33426313,2,,final-ai-confirmed,
Q010,35909545,2,,final-ai-confirmed,
Q010,34854397,2,,final-ai-confirmed,
Q010,33339654,2,,final-ai-confirmed,
Q010,31661767,1,,final-ai-confirmed,
Q010,31971108,1,,final-ai-confirmed,
Q011,20135346,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,29554968,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,25456211,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,24858012,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,31489252,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,34062070,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,34607979,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q011,29465545,0,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,31822279,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,11755003,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,35264247,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,38098004,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,16055942,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,31001075,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,30087595,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,26207229,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q012,31580243,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,39565386,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,38513436,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,36982171,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,35930089,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,36017088,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,36205734,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,29530884,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q013,31479722,0,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,30002661,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,27931982,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,35631449,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,34630419,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,28199814,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,39867028,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,37014106,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q014,24453498,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,33684134,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,39945674,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,35420680,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,39599792,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,33077917,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,33323111,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,33063256,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q015,9437185,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,27488123,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,26586529,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,36142791,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,39901351,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,19437551,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,36849544,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,26643950,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,36604149,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q016,27111068,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,19106084,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,19106083,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,20801494,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,21170047,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,23698643,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,31772608,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,26309584,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,27380588,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,21900914,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q017,28135763,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,36605194,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,35047501,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,36776862,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,36351411,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,33257470,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,37872166,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,37304306,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q018,33912454,0,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,28758929,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,16989692,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,20041267,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,24044566,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,19788607,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,23401753,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,24843689,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,19753129,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,29416297,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q019,20498498,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,15778503,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,19419300,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,29963786,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,15221492,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,26117992,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,35982318,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,29080811,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,19072724,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q020,23926379,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,36986825,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,39168099,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,33139635,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,35069210,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,31333586,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,28663934,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,41203232,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q021,36331190,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,35860690,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,40243956,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,39334820,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,37904680,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,38419608,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,33465490,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,40709209,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q022,38877789,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,26057751,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,28076840,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,24610352,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,23979441,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,19778933,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,38238426,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,26819207,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q023,32322559,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,28943430,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,26096280,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,25470749,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,28644396,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,32059748,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,15526274,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q024,26885254,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,17380205,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,21842588,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,25312642,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,22381526,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,26380303,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,32224496,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q025,34680483,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,35573092,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,22684624,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,22731715,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,32422994,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,33803334,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,34959809,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,28654658,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,31141995,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q026,35953929,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,37241088,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,29026419,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,27186560,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,38284726,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,35399300,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,29765404,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q027,37513592,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,35402265,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,16226704,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,19850869,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,29455644,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,18454859,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,15225643,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q028,28871105,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,11927518,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,34272458,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,19036896,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,35642067,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,38001470,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q029,37259606,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,26065825,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,19188531,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,21872339,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,41226404,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,30104698,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q030,35163538,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,16550169,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,16990802,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,31509236,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,19720210,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,32751111,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,29676067,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,29467325,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q031,39202657,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,19075788,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,12170265,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,27931975,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,40257546,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,30323811,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,33013361,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,15032597,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q032,18328887,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,33869196,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,34864819,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,36370962,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,38756248,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,36029649,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,36703745,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q033,35075250,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,24319628,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,26054568,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,37958563,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,31866994,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,26935357,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,23704522,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,21584427,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q034,9626050,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,34904366,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,37468473,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,35658936,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,41291782,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,28143833,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,35524726,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,40277933,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q035,31838837,1,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,26881038,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,21391649,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,22752583,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,21793854,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,31078267,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,31112588,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,33515348,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,31475364,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
Q036,29326403,2,,final-ai-adjudicated,Final internal AI adjudication; see qrels_adjudication_log.csv and candidate worksheet.
