question_id,pmid,similarity,weight,is_preferred,routed_profile
Q008,30546102,0.5492994941873619,1.0,True,G_evidence_gated_two_hop
Q008,35743652,0.5424239095130753,1.0,False,G_evidence_gated_two_hop
Q008,38179971,0.5238676944004363,1.0,False,G_evidence_gated_two_hop
Q008,28155088,0.5221407613863936,1.0,True,G_evidence_gated_two_hop
Q008,36600119,0.5138020704453168,1.0,True,G_evidence_gated_two_hop
Q008,32326161,0.48697104369348543,1.0,True,G_evidence_gated_two_hop
Q008,31636470,0.43850678248372876,1.0,False,G_evidence_gated_two_hop
Q011,34062070,0.6901986390545787,1.0,True,G_evidence_gated_two_hop
Q011,35072253,0.6883179966048147,1.0,True,G_evidence_gated_two_hop
Q011,29167573,0.6432807455442349,1.0,True,G_evidence_gated_two_hop
Q011,26277279,0.6242583748222726,1.0,True,G_evidence_gated_two_hop
Q011,35731713,0.6230039723279436,1.0,False,G_evidence_gated_two_hop
Q011,24009772,0.5892195114173375,1.0,True,G_evidence_gated_two_hop
Q011,34576192,0.5726384013050949,1.0,False,G_evidence_gated_two_hop
Q011,25710562,0.5720513955153412,1.0,True,G_evidence_gated_two_hop
Q011,30445633,0.5652103795640184,1.0,True,G_evidence_gated_two_hop
Q011,31205529,0.5484545708966233,1.0,True,G_evidence_gated_two_hop
Q011,24750786,0.5459065653098985,1.0,True,G_evidence_gated_two_hop
Q011,37371530,0.542058787533138,1.0,False,G_evidence_gated_two_hop
Q011,40140842,0.5328097931319647,1.0,False,G_evidence_gated_two_hop
Q011,33886150,0.5219777915418596,1.0,True,G_evidence_gated_two_hop
Q011,29662316,0.5167595242756496,1.0,True,G_evidence_gated_two_hop
Q015,32735131,0.5861124611557457,1.0,False,G_evidence_gated_two_hop
Q015,34177896,0.531532253077189,1.0,False,G_evidence_gated_two_hop
Q015,36265412,0.4648777301690097,1.0,False,G_evidence_gated_two_hop
Q016,36142791,0.6912948568440194,1.0,False,G_evidence_gated_two_hop
Q016,33353564,0.6341533185102801,1.0,False,G_evidence_gated_two_hop
Q016,39264856,0.6260787843786604,1.0,False,G_evidence_gated_two_hop
Q016,19437551,0.5840803206805811,1.0,False,G_evidence_gated_two_hop
Q018,34123476,0.5713066828230039,1.0,False,G_evidence_gated_two_hop
Q018,24872026,0.5604478500920015,1.0,False,G_evidence_gated_two_hop
Q018,31043740,0.5273657228386653,1.0,False,G_evidence_gated_two_hop
Q018,40594755,0.5206625130268692,1.0,False,G_evidence_gated_two_hop
Q018,34183838,0.5203561886386464,1.0,False,G_evidence_gated_two_hop
Q018,40198121,0.5184955940649291,1.0,False,G_evidence_gated_two_hop
Q018,35592732,0.5170207562501479,1.0,False,G_evidence_gated_two_hop
Q018,42162235,0.5130626227116568,1.0,False,G_evidence_gated_two_hop
Q018,38996350,0.5130327978987484,1.0,False,G_evidence_gated_two_hop
Q018,39023770,0.5093354240397335,1.0,False,G_evidence_gated_two_hop
Q018,36776862,0.5057678863684392,1.0,False,G_evidence_gated_two_hop
Q018,37823709,0.489366072436447,1.0,False,G_evidence_gated_two_hop
Q018,41718716,0.4710056083111978,1.0,False,G_evidence_gated_two_hop
Q018,39039301,0.45750966110961067,1.0,True,G_evidence_gated_two_hop
Q018,39214611,0.45645462109938606,1.0,False,G_evidence_gated_two_hop
Q022,41154680,0.49579845988546517,1.0,False,G_evidence_gated_two_hop
Q023,32322559,0.655359974400001,1.0,True,G_evidence_gated_two_hop
Q023,34905218,0.587741880765919,1.0,True,G_evidence_gated_two_hop
Q023,39386828,0.5650105339077056,1.0,True,G_evidence_gated_two_hop
Q023,26057751,0.5527823403983039,1.0,True,G_evidence_gated_two_hop
Q023,26861406,0.5478422373122619,1.0,True,G_evidence_gated_two_hop
Q023,38904007,0.5199218587061665,1.0,False,G_evidence_gated_two_hop
Q023,30737895,0.4989786490329242,1.0,True,G_evidence_gated_two_hop
Q023,41129727,0.4885165013199705,1.0,True,G_evidence_gated_two_hop
Q023,31933745,0.4864551374214446,1.0,True,G_evidence_gated_two_hop
Q023,38476024,0.47929436162595396,1.0,False,G_evidence_gated_two_hop
Q023,30279729,0.47045263483172217,1.0,False,G_evidence_gated_two_hop
Q023,32735882,0.4534888158885601,1.0,True,G_evidence_gated_two_hop
Q023,40355012,0.42239442616730116,1.0,False,G_evidence_gated_two_hop
Q023,40225580,0.3908889950589304,1.0,False,G_evidence_gated_two_hop
Q023,34589393,0.35738823182164126,1.0,True,G_evidence_gated_two_hop
Q025,17380205,0.5491803187463465,1.0,True,G_evidence_gated_two_hop
Q025,26803842,0.5264143025210111,1.0,True,G_evidence_gated_two_hop
Q025,19897286,0.47683829782202786,1.0,True,G_evidence_gated_two_hop
Q025,28192862,0.46053301790096274,1.0,False,G_evidence_gated_two_hop
Q028,28938696,0.541119418038187,1.0,False,G_evidence_gated_two_hop
Q028,16854453,0.5388080692542995,1.0,False,G_evidence_gated_two_hop
Q028,29108234,0.49456609245227634,1.0,False,G_evidence_gated_two_hop
Q028,36938944,0.4807177556348582,1.0,False,G_evidence_gated_two_hop
Q028,21511051,0.47886433577259774,1.0,False,G_evidence_gated_two_hop
Q028,40603821,0.46724870227848553,1.0,False,G_evidence_gated_two_hop
Q028,42191394,0.4522195264244071,1.0,False,G_evidence_gated_two_hop
Q028,29115423,0.451690204762154,1.0,False,G_evidence_gated_two_hop
Q028,26202948,0.4383274411443844,1.0,False,G_evidence_gated_two_hop
Q029,40681353,0.6625826425645082,1.0,True,G_evidence_gated_two_hop
Q029,42065920,0.6400502969212211,1.0,True,G_evidence_gated_two_hop
Q029,40418230,0.6218421033611548,1.0,False,G_evidence_gated_two_hop
Q029,39119148,0.6086081043050243,1.0,False,G_evidence_gated_two_hop
Q029,41587514,0.600091695491705,1.0,True,G_evidence_gated_two_hop
Q029,37107335,0.5602111925930329,1.0,True,G_evidence_gated_two_hop
Q029,40113668,0.5600431311445766,1.0,True,G_evidence_gated_two_hop
Q031,31902917,0.6053898888741185,1.0,False,G_evidence_gated_two_hop
Q031,37120405,0.5950148491124615,1.0,False,G_evidence_gated_two_hop
Q031,33233866,0.5946837650196746,1.0,False,G_evidence_gated_two_hop
Q031,38590314,0.577097984039045,1.0,False,G_evidence_gated_two_hop
Q031,29528494,0.576301002428629,1.0,False,G_evidence_gated_two_hop
Q031,40985485,0.5746617735813124,1.0,False,G_evidence_gated_two_hop
Q031,31182684,0.5615300974349446,1.0,False,G_evidence_gated_two_hop
Q031,40649943,0.5546968267266729,1.0,False,G_evidence_gated_two_hop
Q031,35216228,0.5488964516265915,1.0,False,G_evidence_gated_two_hop
Q031,41155460,0.5430292107890426,1.0,False,G_evidence_gated_two_hop
Q031,33368555,0.5422943062513765,1.0,False,G_evidence_gated_two_hop
Q031,31509236,0.5298617983973347,1.0,False,G_evidence_gated_two_hop
Q031,40484710,0.5239218441211898,1.0,False,G_evidence_gated_two_hop
Q031,30194992,0.5201319829152624,1.0,False,G_evidence_gated_two_hop
Q031,32610574,0.4559761100620894,1.0,False,G_evidence_gated_two_hop
Q034,26054568,0.7269982042591224,1.0,True,G_evidence_gated_two_hop
Q034,15544519,0.6730124190794419,1.0,True,G_evidence_gated_two_hop
Q034,40752455,0.6644974367649337,1.0,True,G_evidence_gated_two_hop
Q034,33072401,0.6575327089602993,1.0,False,G_evidence_gated_two_hop
Q034,28993218,0.6553473538440313,1.0,True,G_evidence_gated_two_hop
Q034,31005756,0.6157314290202227,1.0,True,G_evidence_gated_two_hop
Q034,33640465,0.5955839388021508,1.0,False,G_evidence_gated_two_hop
Q034,34293080,0.588906460730024,1.0,False,G_evidence_gated_two_hop
Q034,16728325,0.5826367388487466,1.0,True,G_evidence_gated_two_hop
Q034,32923607,0.5551992013335464,1.0,False,G_evidence_gated_two_hop
Q034,41789111,0.5401996481615546,1.0,False,G_evidence_gated_two_hop
Q034,41601934,0.5300466755424725,1.0,True,G_evidence_gated_two_hop
Q034,41199318,0.514855793593634,1.0,False,G_evidence_gated_two_hop
Q034,40528841,0.5032784522801457,1.0,True,G_evidence_gated_two_hop
Q034,37958563,0.5007203451544432,1.0,False,G_evidence_gated_two_hop
Q035,31838837,0.46972524408767524,1.0,False,G_evidence_gated_two_hop
Q035,38881451,0.43932170042673124,1.0,False,G_evidence_gated_two_hop
Q035,32450920,0.4188979806665728,1.0,False,G_evidence_gated_two_hop
Q035,42166024,0.3990280556136676,1.0,False,G_evidence_gated_two_hop
Q037,29052129,0.6640307106984431,1.0,True,G_evidence_gated_two_hop
Q037,20485626,0.6567556570803315,1.0,True,G_evidence_gated_two_hop
Q037,30611768,0.6451303246839866,1.0,True,G_evidence_gated_two_hop
Q037,20413301,0.626674208424519,1.0,True,G_evidence_gated_two_hop
Q037,16461228,0.6079774661672162,1.0,False,G_evidence_gated_two_hop
Q037,25646384,0.586565163099866,1.0,True,G_evidence_gated_two_hop
Q037,28097530,0.583534778409373,1.0,True,G_evidence_gated_two_hop
Q037,32839523,0.5546418131796564,1.0,True,G_evidence_gated_two_hop
Q037,38064540,0.5486900288244154,1.0,True,G_evidence_gated_two_hop
Q037,39290403,0.5455492475666515,1.0,True,G_evidence_gated_two_hop
Q037,40544269,0.5297089921656047,1.0,False,G_evidence_gated_two_hop
Q040,41630031,0.5071010307737781,1.0,False,G_evidence_gated_two_hop
Q048,40452254,0.62269412305238,1.0,True,G_evidence_gated_two_hop
Q048,36520091,0.6206774645964612,1.0,True,G_evidence_gated_two_hop
Q048,33452455,0.5997834129435433,1.0,True,G_evidence_gated_two_hop
Q048,30597617,0.5956745502257034,1.0,False,G_evidence_gated_two_hop
Q048,12562498,0.5891031540507563,1.0,True,G_evidence_gated_two_hop
Q048,35056817,0.5816951286910659,1.0,True,G_evidence_gated_two_hop
Q048,38083808,0.5668069718555937,1.0,True,G_evidence_gated_two_hop
Q048,29285799,0.5667430782025791,1.0,False,G_evidence_gated_two_hop
Q048,37907083,0.5640910014303661,1.0,False,G_evidence_gated_two_hop
Q048,33751250,0.5372693681560443,1.0,False,G_evidence_gated_two_hop
Q048,32768192,0.5305194818336176,1.0,True,G_evidence_gated_two_hop
Q048,38981361,0.4894728943396341,1.0,True,G_evidence_gated_two_hop
Q048,40858633,0.46835484028738866,1.0,False,G_evidence_gated_two_hop
Q048,38437643,0.4515028605487978,1.0,False,G_evidence_gated_two_hop
Q048,40282232,0.44089219432454985,1.0,False,G_evidence_gated_two_hop
Q050,41144501,0.6094163844409286,1.0,False,G_evidence_gated_two_hop
Q050,31209247,0.5866305893091177,1.0,False,G_evidence_gated_two_hop
Q050,35060590,0.552745460944804,1.0,False,G_evidence_gated_two_hop
Q050,41950603,0.5464483949860675,1.0,False,G_evidence_gated_two_hop
Q050,40270955,0.46727918063398527,1.0,False,G_evidence_gated_two_hop
